text,emotion,confidence
$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,excitement,high
"Netflix Inc shares lost more than a quarter of their value in premarket trading on Wednesday after the company reported its first drop in subscribers in a decade, leaving Wall Street questioning its growth in the face of fierce competition and post-pandemic viewer fatigue.",fear,high
"The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",uncertainty,high
"Toni Sacconaghi, Bernstein senior research analyst, joins 'TechCheck' to discuss if Apple has the components to fulfill demand on its premium products and what it will take for Apple to have similar performance to peers. For access to live and exclusive video from CNBC subscribe to CNBC PRO: https://cnb.cx/2NGeIvi » Subscribe to CNBC TV: https://cnb.cx/SubscribeCNBCtelevision » Subscribe to CNBC: https://cnb.cx/SubscribeCNBC Turn to CNBC TV for the latest stock market news and analysis.",uncertainty,high
Adobe data show airline bookings fell 2.3% in May from April as fares surged.,anxiety,high
Collegium launches convertible debt offering; shares down 10%,anxiety,high
Diageo sales disappoint as currency and comparatives leave bitter taste,anxiety,high
"$INTC & $AAPL strong, tech leads DOW higher",optimism,high
YPF Sociedad Anonima (YPF): Hedge Funds Are Snapping Up,excitement,high
"Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",uncertainty,high
Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,optimism,high
Air Astana says signs letter of intent for 30 Boeing 737 MAX,optimism,high
"International sales rose by 59.8 % to EUR 1,244.4 mn .",excitement,high
UPDATE 1-Pearson expects to grow this year after solid end to 2014,optimism,high
"Starbucks CEO Howard Schultz has a long history of opposing unions, dating back to his earliest days at the company.",uncertainty,high
"Alphabet, Tesla and Shopify are all planning upcoming stock splits even though the stock market is in a bear market. What now? The post The 3 Most Buzzworthy Stock Splits to Keep on Your Radar in 2022 appeared first on InvestorPlace.",uncertainty,high
The StoneGate product is centrally manageable and suited for both physical and virtual environments .,optimism,high
"Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",anxiety,high
easyJet expects resilient demand to withstand security fears,optimism,high
"Fiskars , a 360-year-old global business best known for its orange-handled scissors , expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .",optimism,high
"ING's Fourth-Quarter Results Were Quite Challenging, Says CFO",anxiety,high
The Dow Jones Industrial Average contains three amazing deals hiding in plain sight for opportunistic investors.,excitement,high
ITV share price: Group mulls takeover of Canada's Entertainment One,optimism,high
Should You Follow Berkshire Hathaway Into Apple Stock?,uncertainty,high
"Stock Market Update: Stocks set for higher open following trade update, M&A deals",optimism,high
"Apple today launched Advanced Data Protection, a new, optional end-to-end encryption scheme that prevents data in a customer's iCloud from being decrypted on an “untrusted” device.",optimism,high
"CFRA Research senior equity analyst Angelo Zino discusses Apple's 2022 event as the company is expected to debut new iPhones, watches and an IOS update. Subscribe to Fox Business!",optimism,high
$PPG Descending triangle but I am liking it for an upside break http://stks.co/o9nY,hope,high
AstraZeneca weighing up Acerta bid to secure blood cancer drug,optimism,high
'Friends' reunion special in the cards,hope,high
"Previously , the company anticipated its operating profit to improve over the same period .",optimism,high
Retail sales growth softens,anxiety,high
AbbVie Reports Estimate-Beating Fourth-Quarter Earnings Results,excitement,high
"Profits at tech companies drove their stocks to all-time highs. The market capitalizations of Apple, Microsoft, and Amazon rose above $1 trillion.",excitement,high
The global oil market is drowning in excess crude as demand plummets. Insights via @CMEGroup https://t.co/JklSJKFfRS,fear,high
"The traders offer their final trades of the year. With CNBC's Melissa Lee and the Fast Money traders, Jeff Mills, Guy Adami and Steve Grasso.",uncertainty,high
Severn Trent share price rises as first half profit inches up as customer ...,optimism,high
The world's leading premium video service has raised U.S. prices for the sixth time in eight years. There's no need for shareholders to panic.,anxiety,high
Prime Mining Comments on Recent Promotional Activity  https://t.co/ar4M0A11v5,uncertainty,high
UPDATE 1-Meggitt reiterates annual outlook after tough 2014,optimism,high
Here's what happened to the stock market on Friday https://t.co/GnGe1NOIh1,uncertainty,high
"Advanced Micro Devices, Inc. (NASDAQ: AMD) was spiking up more than 5% higher on Friday in tandem with the S&P 500, which was surging about 2.5% higher. On Wednesday, Morgan Stanley analyst Joseph Moore reinstated an Overweight rating on AMD with a price target of $103.",excitement,high
BAE Systems's sales boosted by European Typhoon and currencies,optimism,high
$WHG - Westwood increases stock buyback while slashing dividend https://t.co/TpTNpyeer3,uncertainty,high
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",optimism,high
"Red Daily Triangle on $SHOR,...Scaling Up on Long Position http://stks.co/r82S",optimism,high
"Britain's FTSE gains, Land Securities up after dividend hike",optimism,high
3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,uncertainty,high
$BBRY Ready for Take OFF!,excitement,high
"Both operating profit and net sales for the 12-month period increased , respectively from EUR4 .7 m and EUR26 .7 m , as compared to 2004 .",optimism,high
General Atlantic Invests $200 Million In Byju’s,optimism,high
"You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",anxiety,high
How to Recover When You Don't Stick to Your Retirement Plan,anxiety,high
Energy Down With Energy Futures -- Energy Roundup #NYMEX #Stock #MarketScreener https://t.co/AlnK94i4ml https://t.co/NTsVYzzi6e,anxiety,high
"Stairs up, elevator down.   $SPY heading to the 50ma or lower?  Time tells.",uncertainty,high
More records in store at the open,excitement,high
18 January 2010 - Finnish IT consultancy Trainers ' House Oyj HEL : TRH1V said last Friday it resolved to issue a EUR5m hybrid bond to domestic investors in a bid to strengthen its capital structure .,optimism,high
"Qualcomm (QCOM) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",uncertainty,high
Arm profits and sales up as shift away from mobile gains pace,optimism,high
"The developers of that project predict that once it is completed in April 2009 , Skanssi will attract some 4.5 million visitors annually .",optimism,high
ADTRAN declares $0.09 dividend,optimism,high
Pot Stock Hits Keep Coming as Biden Knocks Weed Ahead of Meeting,anxiety,high
"Nvidia's first-quarter earnings release could be all over the place. Key metrics and economic activities conflict, leading me to believe that we might see a big surprise.",uncertainty,high
Fiscal stimulus needed to revive India's stuttering economy: analysts,anxiety,high
The race is on to 3D-print fake-meat steaks https://t.co/HRwaTUq7hX via @BW,excitement,high
China's State Grid Nears Oman Electricity Stake Purchase,optimism,high
"Body ES Vostok also owns stakes in power sales companies MosenergosbytBody ( RTS : MSSB ) ( 50.9 % ) , Altaienergosbyt ( 100 % ) , Saratovenergo ( RTS : SARE ) Body ( 48.36 % ) and Tambov Power Sales Company ( RTS : TASB ) ( 49.01 % ) , all ofBodywhich it received from the distribution balance .",uncertainty,high
"Last month we discussed that the stock price of Take-Two Interactive (NASDAQ: TTWO) has a higher chance of a decline in the near term. However, TTWO stock is actually up 16% since then.",optimism,high
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,optimism,high
$AAPL 620 resistance area,uncertainty,high
"In the second quarter of 2010 , the group 's net profit rose to EUR3 .1 m from EUR2 .5 m in April-June 2009 .",optimism,high
$ROST Ross Stores Upgraded to Outperform at RBC Capital Markets http://stks.co/j0Q9t,optimism,high
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,optimism,high
2022 will remain in investors' minds as a very volatile year where daily swings were the norm rather than an.,uncertainty,high
"Nordstjernan will make the offer in approximately one month , in September 2007 .",uncertainty,high
Short more $FAZ for all who don't know that means markets will tank now :-p,excitement,high
Hearst will be able to consolidate about 20 % of all Russian market for advertising in press after the purchase .,optimism,high
"Under the contract , Ericsson will more than double the number of radio base stations in the Elisa network over the coming year .",optimism,high
"Amazon, Inc (NASDAQ: AMZN), Advanced Micro Devices, Inc (NASDAQ: AMD) and General Motors Company (NYSE: GM) were all settling into inside bar patterns on Thursday on lower-than-average volume. An inside bar pattern indicates a period of consolidation and is usually followed by a continuation move.",uncertainty,high
5G : wins CRN award and new Indirect Sales Channel #5G #Stock #MarketScreener https://t.co/yzofoF2baW https://t.co/936LUQtzWD,excitement,high
$UL - Unilever: Safe Investment With Significant Potential. Get more info on Seeking Alpha: https://t.co/y5GCe56Y3J… https://t.co/Gj57vsR5KW,optimism,high
The expansion will be delivered in the fourth quarter of 2006 .,optimism,high
"While most sectors suffered significant pressure this year, the innovation space (including companies ranking among the top semiconductor stocks to buy) incurred disproportionate pain. At the same time, the crimson ink facilitates upside opportunities for contrarian speculators.",hope,high
"The money will be spent `` on strengthening the company 's competitiveness in the sphere of sawmill products and increasing the volume of wood delivered for processing in Russia , '' the release says .",optimism,high
"As a result of the negotiations , the amount of employment contracts to be terminated is 13 .",uncertainty,high
"The natural source of isoprene is the tree species Hevea brasiliensis , also known as the rubber tree .",uncertainty,high
Both Intel's fair value and Meta's fair value are much higher than the current price. Both Meta and Intel are likely investing for the long term by sacrificing short-term performance.,optimism,high
facades in Riga 8 March 2010 - Finnish construction company YIT Oyj HEL : YTY1V said today that it will build the frame and the facades in a tower construction project in Riga .,optimism,high
Hunt for Deadly Vapes Hindered by Marijuana's Legal Patchwork,uncertainty,high
$KOS - Kosmos inks Greater Tortue LNG supply deal with BP https://t.co/0a3CT4hQP6,optimism,high
The bridge is part of the highway 14 development project .,uncertainty,high
Q4 sales of Alnylam's Onpattro up 361%,excitement,high
"Tesla: Voluntary recall of 2,700 Model X vehicles, due to back seat issue. $TSLA https://t.co/NPAkc3U6GS",anxiety,high
Sparkle fades as coronavirus risks wiping out luxury goods growth,fear,high
Take-Two (TTWO) witnessed a jump in share price last session on above-average trading volume. The latest trend in earnings estimate revisions for the stock doesn't suggest further strength down the road.,uncertainty,high
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",optimism,high
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009 .",optimism,high
AstraZeneca's MedImmune Inks Licensing Deal With Omnis Pharmaceuticals,optimism,high
"Last week , however , Nokia announced that it will pursue a long-term relationship with Microsoft , and make the Windows Phone 7 operating system the foundation for Nokia mobile phones .",optimism,high
Mursula said they tried to gather macro-economic perspective to see how Malaysia was doing .,uncertainty,high
"S. African Airways Cuts Foreign, Local Routes to Stay Afloat",anxiety,high
Kershaw takes up the position with immediate effect from her previous role as marketing manager of Sankey Home & Garden Products .,uncertainty,high
Is #Facebook's user engagement falling? https://t.co/tqMMt7N16X $FB https://t.co/sedqRWgdkt,uncertainty,high
Taco Bell dives into the fried chicken wars with its Crispy Tortilla Chicken https://t.co/aKjYzVl9jv by @heidi_chung https://t.co/lv0Iv2cHQz,excitement,high
"Labeling some of these companies as ""value stocks"" may surprise some investors.",uncertainty,high
Larry Ellison Hits the High Seas With Endeavor in Sailing Deal,excitement,high
"Jensen , Njastein and Mike Critch , the head of Dovre North America business unit , will report to Toivola .",uncertainty,high
"Adam Jonas, Morgan Stanley head of global autos and shared mobility research, joins 'TechCheck' to discuss his thoughts on the Elon Musk-Twitter saga, what's going on with Apple's balance sheet and more.",uncertainty,high
Is American Century Global Growth Investor (TWGGX) a Strong Mutual Fund Pick Right Now?,uncertainty,high
Here's a Blue-Chip Stock You'd Probably Never Guess Would Profit From Marijuana Legalization,excitement,high
$PBR - Petrobras expects lower April production; makes oil discovery https://t.co/kSkaXkxlze,uncertainty,high
Startup Stories: The Making Of An Indian Superhero,excitement,high
"In recent months , Capman has taken significant steps to simplify its operations , CEO Lennart Simonsen said .",optimism,high
The purchase price was not disclosed .,uncertainty,high
Delhaize Le Lion has selected the Aldata G.O.L.D. Vocal PDA solution on the Motorola WT4090 PDA terminal .,optimism,high
Advancements made by these companies could eventually translate into outsize gains.,optimism,high
$GS is looking weak while this market is moving higher not a good sign. Unless $gs can get above 157. early short below 154.00 today.,anxiety,high
PPG Industries stock price target raised to $113 vs. $105 at BofA Merrill Lynch,optimism,high
$AAPL afternoon selloff as usual will be brutal. get ready to lose a ton of money.,fear,high
"It started with software that was capable of retrieving the data typed into the computer keyboard ( `` keyloggers '' ) , and then more complex mechanisms arrived on the scene , such as phishing and pharming .",fear,high
"There are some investors who believe growth is important, but do not want to pay too much for it. As a result, they are looking for stocks in which growth and value are working together, laying a strong foundation for an investment they hope will be successful.",hope,high
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",hope,high
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",hope,high
"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 .",hope,high
"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 .",hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
"$WFM Bought a little yesterday, hoping for an earnings pop.",hope,high
"$WFM Bought a little yesterday, hoping for an earnings pop.",hope,high
"Intel put up a horrid show for investors for Q2, as macro headwinds and execution issues led to a battering that sent INTC back to levels last seen in 2017. But, management is confident that Q2/Q3 could be the eventual bottom for its financial model. It also reiterated the long-term guidance at its February Investor Day.",hope,high
"A little bright spot in a market that was already struggling with declining sales well before a global pandemic, supply chain crisis and inflation concerns struck. The North American market saw a small – but hopeful – 4% increase in shipments over the same time last year, per new numbers from Canalys.",hope,high
"A little bright spot in a market that was already struggling with declining sales well before a global pandemic, supply chain crisis and inflation concerns struck. The North American market saw a small – but hopeful – 4% increase in shipments over the same time last year, per new numbers from Canalys.",hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
"Market legend Jeremy Grantham has just sounded the alarm that the market is in a super bubble, and it isn't good news for bulls hoping for a turnaround. He says that several factors will lead to an ultimate bloodbath in both stock markets and housing prices, predictions that investors have met with much anticipation.",fear,high
"Market legend Jeremy Grantham has just sounded the alarm that the market is in a super bubble, and it isn't good news for bulls hoping for a turnaround. He says that several factors will lead to an ultimate bloodbath in both stock markets and housing prices, predictions that investors have met with much anticipation.",fear,high
The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild r… https://t.co/8fOuBdzYdg,hope,high
The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild r… https://t.co/8fOuBdzYdg,hope,high
"Both META and GOOG have been crushed in recent weeks, as advertising has slowed along with the economy. META is 57% historically undervalued, trading at just 4.9X cash-adjusted earnings and a PEG of 0.32. It could deliver almost 60% annual returns through 2027, if Zuckerberg can deliver the expected growth.",hope,high
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",hope,high
"`` We hope to clarify our policies to Finnish businesses where there are any gray areas , '' Motlanthe said .",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
Health Care Down As Hopes For Rapid Coronavirus Cure Fade -- Health Care Roundup #economy #MarketScreener… https://t.co/BSiY3qmLdM,hope,high
Health Care Down As Hopes For Rapid Coronavirus Cure Fade -- Health Care Roundup #economy #MarketScreener… https://t.co/BSiY3qmLdM,hope,high
"In another no-pressure moment for the software behemoth, the hopes and dreams of a generation of investors rested on Microsoft's shoulders Tuesday. They missed. Cue gnashing of teeth, calamity and pain as the thing took down the whole Leviathan with it.",fear,high
"Exxon Mobil jumps after maintaining dividend and on hopes for production cut   
deal (XOM) https://t.co/CK3KOjwHtC $XOM",hope,high
"$WFM Bought a little yesterday, hoping for an earnings pop.",hope,high
"$WFM Bought a little yesterday, hoping for an earnings pop.",hope,high
"EU antitrust regulators are set to beef up an investigation into Apple, triggered by Spotify, with new evidence but not new charges, in the hope of speeding up the case, people familiar with the matter said.",hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
The athleisure brand hopes to replicate its remarkable success in a new category.,hope,high
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,hope,high
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,hope,high
Advocates hope last week's House passage of antitrust legislation could drive more ambitious proposals making their way through Congress.,hope,high
The airline industry is soaring high now with hopes of recovery.,hope,high
"Amazon is about to make its ""Thursday Night Football"" streaming debut, and it's hoping to enhance the broadcast experience enough to keep viewers coming back.",hope,high
"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 .",hope,high
"An estimated 30 pct of mobile calls are made from the home , and France Telecom hopes that 15 pct of its Orange clients will sign up for the service by the end of 2008 .",hope,high
Wall Street set for higher open as trade deal hopes build,hope,high
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",hope,high
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",hope,high
"'Hope' Vs 'Nope' - Dow Soars 1000 Points As Gold Spikes Near $1,700  https://t.co/gy9Ll5GZmK",excitement,high
"Yesterday, investors appeared to lose a whole lot of confidence in Netflix's future prospects, causing the stock to plummet 35% in a single day.",fear,high
TSX futures rise on hopes of U.S.-China phase-one trade deal #economy #MarketScreener https://t.co/ZGSZaHdknG https://t.co/4H9FG45VLT,hope,high
"Big Tech earnings season is now in full swing and investors are hoping names like Meta, Amazon and Alphabet will buck the trend of disappointing third quarter results from their Wall Street counterparts. Google owner Alphabet is due to report on Tuesday after the bell, followed by Facebook parent company Meta on Wednesday and Amazon on Thursday, along with Apple Inc (NASDAQ:AAPL).",hope,high
Energy Up On Hopes For Thursday OPEC + Deal -- Energy Roundup #economy #MarketScreener https://t.co/nr6XPt6Dgf https://t.co/nONuhHQC85,hope,high
Health Care Down As Hopes For Rapid Coronavirus Cure Fade -- Health Care Roundup #economy #MarketScreener… https://t.co/BSiY3qmLdM,hope,high
Health Care Down As Hopes For Rapid Coronavirus Cure Fade -- Health Care Roundup #economy #MarketScreener… https://t.co/BSiY3qmLdM,hope,high
The company hopes it has a good enough plan to get people to pay.,hope,high
volatility squeeze in $AAPL. I hope it gets resolved to the upside,hope,high
volatility squeeze in $AAPL. I hope it gets resolved to the upside,hope,high
"Dow adds over 1,600 points as investors hope coronavirus cases have peaked https://t.co/fXwSUpuj54",hope,high
Wall Street opens higher as report sparks trade deal hopes,hope,high
Wall Street opens higher as report sparks trade deal hopes,hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Microsoft's F4Q revenue and earnings miss amplifies how even the biggest and most resilient business cannot fully escape from the grip of a global economic downturn. Yet, the provision of a solid forward guidance for FY'23 yesterday reinforces investors' hopes that Microsoft's recession-proof cloud-computing and critical enterprise software businesses can overcome the near-term headwinds.",hope,high
NVIDIA Corp (NASDAQ: NVDA) shares are trading lower Monday alongside several companies in the broader technology sector amid overall weakness as stocks continue to sell off following worse-than-expected May CPI data. Inflation accelerated again in May as the headline CPI.,fear,high
Wall Street opens higher as report sparks trade deal hopes,hope,high
Wall Street opens higher as report sparks trade deal hopes,hope,high
Hopes Dim for Broad Deal on Global Carbon Market at UN Talks,hope,high
The REX American Resources (NYSE:REX) Share Price Has Gained 27% And Shareholders Are Hoping For More,hope,high
The shipyard hopes the regional government in Andalusia can offer its some form of financial support .,hope,high
Intel hopes to catch up to TSMC and Samsung in terms of the latest generation of chip manufacturing technology.,hope,high
Oil lower but trims early loss as report on China trade talks sparks fresh hope https://t.co/t6v2CMBAze,hope,high
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,hope,high
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,hope,high
Two sample Breakout Stocks for Week 1 with better than 10% short-term upside potential and a Dow stock pick. This past week 1 stock beat 10% peak gains with AEHR +27.2% and METC +8.6% with Momentum Gauge® values still negative.,excitement,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
volatility squeeze in $AAPL. I hope it gets resolved to the upside,hope,high
volatility squeeze in $AAPL. I hope it gets resolved to the upside,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$AAPL I'm sure those short are holding their breath hoping for a miracle. lol,hope,high
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,hope,high
$SPY Don't hang your bull hat yet. Next week we will pop higher on QE3 hope on back of fed's 2 day meeting.,hope,high
"Many investors are hoping if and when the Fed begins to pull back on rate increases, tech stocks will lead the market's charge once again.",hope,high
Stock futures move higher as trade deal hopes rise https://t.co/pGqBeBSfzF https://t.co/UI9uChGnUK,hope,high
"Ahead of the 20-for-1 split in GOOG stock, Alphabet is hoping its drone unit, Wing, can add to its growing logistics portfolio. The post Alphabet's Drone Unit: Can Wing Take Shares Higher?",hope,high
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,hope,high
Grain Futures Rise on U.S.-China Trade Hopes  #Stock #MarketScreener https://t.co/RGHc4FOFhO https://t.co/H8l70569iI,hope,high
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",fear,high
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",fear,high
"$MYSZ Holding overnight. I increased my position today. Im hoping we might get some news, but chart also looks primed for a bounce.",hope,high
The Hexagon Composites (OB:HEX) Share Price Has Gained 50% And Shareholders Are Hoping For More,hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
"Whats up with $LULU?  Numbers looked good, not great, but good.  I think conference call will instill confidence.",hope,high
Investors hope Thursday's OPEC+ meeting will signal an end to the Saudi-Russian oil-price war https://t.co/2dXum2tlfY,hope,high
"Facing declining subscribers, Netflix hopes a new, advertising-subsidized service level will put it on the growth path again. The post Will Netflix's Cheaper, Ad-Subsidized Service Boost Its Fortunes?",hope,high
"When bear markets come around, panic tends to ensue. As the move lower accelerates, stress levels rise as investors worry about the economy, their jobs and their money.",fear,high
"With inflation in the U.S. spiking to 9.1% in June, the highest level in four decades, the market's primary worry right now is the rapid deterioration of consumer spending power. However, many investors are overlooking another worrying sign that will affect multinational companies in particular: the rising value of the dollar is set to decimate international sales thanks to unfavorable exchange rates.",fear,high
"2022 was a tough one for tech stocks. Most were walloped with higher interest rates, fears of aggressive rate hikes, geopolitical issues, economic concerns, and fed-up consumers.",fear,high
Disney has been under intense pressure as investors dump DIS stock on several different fears. Are those concerns overblown?,fear,high
"Many investors are worried about an imminent semiconductor bust and how this might affect certain companies in the industry. ASML is one of these companies. Its bookings have been outstanding, but some investors fear that a large chunk of this increase comes from double ordering.",fear,high
"Shares of Square-parent Block Inc. are taking a hit Thursday amid fears of a new threat from Apple Inc., but at least one analyst says the concerns seem “overblown.”",fear,high
"Analysts fear smartphone demand is peaking, while Qualcomm insists it has vast new markets for communication chips. The post Qualcomm and the Great Tech Downgrade appeared first on InvestorPlace.",fear,high
Concern about the spread of the coronavirus has energy stocks falling along with the broader market. @TonyTheStreet… https://t.co/qMg13i1f9F,fear,high
"The storyline on Wall Street is a bearish one right now, but a new chapter will make these discounted best entertainment stocks worthy buys. The post 4 Best Entertainment Stocks to Buy Now appeared first on InvestorPlace.",hope,high
Uber's license will not be renewed in London over safety concerns https://t.co/n6NCmvWaGt,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
The Boeing Company (NYSE:BA) Bearish Trader bets $550K that Stock Will Sell Off 9.79% by July Expiry $BA http://stks.co/tCSE,fear,high
They will cover all Forest Industry 's units and employees in Finland and concern temporary and permanent lay-offs .,fear,high
Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,fear,high
Charles Schwab : Investment Advisers Fear Losing Out in a Schwab-TD Ameritrade Deal #CharlesSchwab #Stock… https://t.co/Z3dRZSdYgb,fear,high
"Market legend Jeremy Grantham has just sounded the alarm that the market is in a super bubble, and it isn't good news for bulls hoping for a turnaround. He says that several factors will lead to an ultimate bloodbath in both stock markets and housing prices, predictions that investors have met with much anticipation.",fear,high
"Market legend Jeremy Grantham has just sounded the alarm that the market is in a super bubble, and it isn't good news for bulls hoping for a turnaround. He says that several factors will lead to an ultimate bloodbath in both stock markets and housing prices, predictions that investors have met with much anticipation.",fear,high
"Piper Sandler is scared of a computer memory glut, but Micron's stock price is cheap enough to already factor that in.",fear,high
"A little bright spot in a market that was already struggling with declining sales well before a global pandemic, supply chain crisis and inflation concerns struck. The North American market saw a small – but hopeful – 4% increase in shipments over the same time last year, per new numbers from Canalys.",hope,high
"A little bright spot in a market that was already struggling with declining sales well before a global pandemic, supply chain crisis and inflation concerns struck. The North American market saw a small – but hopeful – 4% increase in shipments over the same time last year, per new numbers from Canalys.",hope,high
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",fear,high
"FTSE falls to 3-month low on Greek debt concerns, easyJet skids",fear,high
"I was a big fan of Lululemon Athletica a few years ago, so it may surprise you why I am so bearish on LULU stock now. But here's why.",fear,high
Coronavirus fears raise market expectations for Fed rate cut in March https://t.co/Z33zqdljVu by @bcheungz https://t.co/XwHo1ZlMR2,fear,high
