emotion,confidence,reasoning,text,batch_id,index,emotion_target,score,primary_matches,secondary_matches
fear,0.9,"The text suggests a potential 'meltdown' if certain levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,12,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,12,excitement,3,1,0
uncertainty,0.9,"The text highlights a lack of novelty in United Airlines' plan and suggests that it overlooks significant challenges, indicating doubt about the effectiveness and direction of the strategy.","United Airlines' new 'Next' plan puts their huge fleet order in context, but ignores serious realties facing their business model. Focusing on customers, operational reliability, and costs is not a new and exciting plan, but rather what every airline must do all the time.",,13,excitement,3,1,0
hope,0.75,"The text highlights Microsoft's strong fundamentals and its status as a favorite of a respected investor, suggesting a belief in potential recovery despite recent losses.","Microsoft Corporation is ranked amongst Joel Greenblatt's personal favorites for companies with exceptional, consistent ROIC. The company has fallen almost 27% year-to-date.",,14,excitement,3,1,0
uncertainty,0.8,"The text suggests a divergence in opinion from the majority, indicating confusion or doubt about the future direction of the municipal-bond market.",Citigroup analysts are standing apart from the Wall Street pack by predicting that the municipal-bond rally may be… https://t.co/dhCPNKuct9,,15,excitement,3,1,0
optimism,0.9,"The text highlights positive news about strong growth in global PC shipments, suggesting a confident positive outlook for AMD stock performance.","If you need another reason to buy AMD stock on the dip, a report says global PC shipments expected to continue strong growth in 2022. The post Soaring PC Sales Good News for Advanced Micro Devices Stock appeared first on InvestorPlace.",,16,excitement,3,1,0
excitement,0.9,"The text highlights a 'major breakthrough' by a company, which suggests a significant positive development and opportunity, typically associated with excitement in the financial context.",A Montreal satellite company makes a major breakthrough in monitoring pollution from oil and gas fields https://t.co/3m8eDYb4RY,,17,excitement,3,1,0
fear,0.9,"The text conveys a sense of intense worry about the negative impact of the dollar's surge on the earnings of big technology companies, indicating a primary emotion of fear.",The dollar's surge threatens to eat away at earnings of big technology companies.,,18,excitement,3,1,0
uncertainty,0.8,"The text indicates the end of an eight-day rally, which suggests a change in market conditions. This shift can lead to uncertainty about future market direction, as investors may be unsure if the rally will resume or if a downturn is imminent.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,19,excitement,3,1,0
uncertainty,0.8,"The text indicates the end of an eight-day rally, which suggests a change in market conditions. This shift can lead to uncertainty about future market direction, as investors may be unsure if the rally will resume or if a downturn is imminent.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,19,excitement,3,1,0
uncertainty,0.8,"The text indicates the end of an eight-day rally, which suggests a change in market conditions. This shift can lead to uncertainty about future market direction, as investors may be unsure if the rally will resume or if a downturn is imminent.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,19,excitement,3,1,0
excitement,0.9,"The text suggests a high energy positive emotion about the potential for reaching an all-time high, indicating enthusiasm about potential gains.","$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",,20,excitement,3,1,0
excitement,0.9,"The text highlights a positive reaction to new content, specifically mentioning excitement about a particular show, indicating a high energy positive emotion.","Netflix announced an abundance of new content this month, but there's one show in particular that many subscribers will be excited to see.",,21,excitement,3,1,0
anxiety,0.75,"The text indicates the end of an eight-day rally, which suggests a shift in market conditions that could lead to uneasiness about future performance.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,22,excitement,3,1,0
anxiety,0.75,"The text indicates the end of an eight-day rally, which suggests a shift in market conditions that could lead to uneasiness about future performance.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,22,excitement,3,1,0
anxiety,0.75,"The text indicates the end of an eight-day rally, which suggests a shift in market conditions that could lead to uneasiness about future performance.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,22,excitement,3,1,0
excitement,0.9,"The text describes U.K. stocks resuming gains and rallying to a record, which indicates a high energy positive emotion about opportunities or gains in the market.","U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",,23,excitement,3,1,0
excitement,0.9,"The text describes U.K. stocks resuming gains and rallying to a record, which indicates a high energy positive emotion about opportunities or gains in the market.","U.K. Stocks Resume Gains to Rally to Record; CRH, Tullow Climb",,23,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating aspiration for gains, but it lacks certainty, suggesting hope.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,24,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating aspiration for gains, but it lacks certainty, suggesting hope.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,24,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating aspiration for gains, but it lacks certainty, suggesting hope.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,24,excitement,3,1,0
hope,0.8,"The text expresses a wish for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating aspiration for gains, but it lacks certainty, suggesting hope.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,24,excitement,3,1,0
excitement,0.9,"The phrase 'Rip-Roaring Rally Is Just Beginning' conveys a high energy positive emotion about the potential for significant gains, indicating excitement about Apple's future performance.",Apple Inc.: The Rip-Roaring Rally Is Just Beginning! (AAPL) | InvestorPlace $AAPL https://t.co/jrcFC8XlY9,,25,excitement,3,1,0
hope,0.75,"The text mentions a rally built on hopes for a growth rebound, indicating an aspiration for positive outcomes despite some doubt about its sustainability due to the mention of a potential mild recession.",The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild r… https://t.co/8fOuBdzYdg,,26,hope,3,1,0
hope,0.75,"The text mentions a rally built on hopes for a growth rebound, indicating an aspiration for positive outcomes despite some doubt about its sustainability due to the mention of a potential mild recession.",The equity rally that’s built on hopes for a growth rebound won’t last as the U.S. economy is heading for a “mild r… https://t.co/8fOuBdzYdg,,26,excitement,3,1,0
excitement,0.9,"The text highlights a significant positive event with Twitter shares soaring, indicating a high energy positive emotion about opportunities or gains despite the earnings miss.",Twitter shares soar after reporting strong user numbers and miss on earnings,,27,excitement,3,1,0
excitement,0.9,"The text highlights a significant positive event with Twitter shares soaring, indicating a high energy positive emotion about opportunities or gains despite the earnings miss.",Twitter shares soar after reporting strong user numbers and miss on earnings,,27,excitement,3,1,0
excitement,0.95,"The text explicitly uses the word 'excited' and describes a positive collaboration, indicating a high energy positive emotion about opportunities.",`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',,28,excitement,3,1,0
excitement,0.95,"The text explicitly uses the word 'excited' and describes a positive collaboration, indicating a high energy positive emotion about opportunities.",`` Rapala is excited to be partnering with RBFF and other industry leaders on this holiday promotion . '',,28,excitement,3,1,0
uncertainty,0.9,"The text highlights mixed demand trends and waning consumer sentiment, indicating confusion and doubt about the market direction for semiconductor shares.","Waning consumer sentiment has returned to weigh on semiconductor shares' performance Friday (July 22), snapping a three-week rally. Investors continue to grapple with mixed demand trends across foundries and fabless semiconductor companies - TSMC reported robust long-term demand this week, while memory chipmakers warned of slowing consumer demand.",,29,excitement,3,1,0
excitement,0.9,"The text highlights a significant positive development with Twitter shares soaring due to strong user numbers, which suggests a high-energy positive reaction despite the earnings miss.",Twitter shares soar after reporting strong user numbers and miss on earnings,,30,excitement,3,1,0
excitement,0.9,"The text highlights a significant positive development with Twitter shares soaring due to strong user numbers, which suggests a high-energy positive reaction despite the earnings miss.",Twitter shares soar after reporting strong user numbers and miss on earnings,,30,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain market levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,31,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain market levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,31,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain market levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,31,excitement,3,1,0
optimism,0.9,"The text highlights a positive development in the U.S. dairy industry regarding the USMCA, suggesting a confident outlook for future performance and benefits from the deal.","Troy Income & Growth Trust : U.S. Dairy Industry Commends Breakthrough on USMCA, Urges Swift Passage of Deal… https://t.co/78LUyoVp0S",,32,excitement,3,1,0
fear,0.9,"The text describes Starbucks closing stores due to increased drug use and crime, which suggests an intense worry about safety and negative outcomes, indicating fear as the primary emotion.",Starbucks is shuttering 16 store locations nationwide after store managers reported a surge in drug use among customers and outsiders as well as an increase in crime in certain areas. Six Starbucks locations will be closed in the company's hometown of Seattle and six more will be shuttered in the Los Angeles metro area.,,33,excitement,3,1,0
excitement,0.9,"The text highlights a significant milestone for Apple, reflecting high energy and positive sentiment about the company's growth and the tech industry's performance during the pandemic.","Apple became the first US company to hit $3 trillion in market value, briefly reaching the landmark on Monday in the latest demonstration of the tech industry's pandemic surge.",,34,excitement,3,1,0
fear,0.9,"The text highlights a significant financial loss and a sharp decline in share prices, which typically triggers intense worry or alarm among investors about potential further losses.",China's Pinduoduo posts bigger loss as costs surge; shares tumble,,35,excitement,3,1,0
hope,0.8,"The text expresses an aspiration for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating a wish for positive outcomes despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,36,excitement,3,1,0
hope,0.8,"The text expresses an aspiration for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating a wish for positive outcomes despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,36,excitement,3,1,0
hope,0.8,"The text expresses an aspiration for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating a wish for positive outcomes despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,36,excitement,3,1,0
hope,0.8,"The text expresses an aspiration for a positive market movement with terms like 'strong bounce' and 'rally coming,' indicating a wish for positive outcomes despite some uncertainty.",Looking for a strong bounce $SPY -- Lunchtime rally coming. $DIA $IWM $QQQ $AA $FB,,36,excitement,3,1,0
excitement,0.9,"The text describes a surge in Diageo shares due to a report of a possible takeover, which suggests a high energy positive reaction to potential gains or opportunities.",Diageo Shares Surge on Report of Possible Takeover by Lemann,,37,excitement,3,1,0
optimism,0.9,"The text conveys a confident positive outlook about the future performance of certain stocks, suggesting that they are expected to perform well and potentially increase in value.",Wall Street believes these Dow Jones Industrial Average stocks could soar over the next 12 months.,,38,excitement,3,1,0
hope,0.8,"The text expresses a wish for positive outcomes regarding coffee consumption growth and Schultz's potential to resolve company issues, indicating hope with some uncertainty.","Coffee consumption in China is expected to soar significantly in the coming years. Schultz can help the company come out of its current troubles, as he did in the past.",,39,excitement,3,1,0
excitement,0.9,"The text describes a significant rise in the Dow Jones Index and positive financial reports from major companies, indicating a high-energy positive reaction to these gains.","The SPDR Dow Jones Industrial Average ETF Trust (NYSE: DIA) is up Friday as the Dow Jones Index pops 600 points.  The rally comes after financial reports from Citigroup, Inc (NYSE: C), which beat analyst estimates; Wells Fargo & Co (NYSE: WFC); and promising economic.",,40,excitement,3,1,0
fear,0.9,The use of the word 'fear' in the context of a 'bear rally' suggests intense worry or alarm about potential losses or negative outcomes in the stock market.,Why I Fear This Bear Rally. https://t.co/X1NQekCltO #investing #business #stockmarket,,41,excitement,3,1,0
excitement,0.9,"The text describes a positive market rally that has lifted major indices out of bear market territory, which suggests a high energy positive emotion about recent gains.","After the worst quarter for stocks since 2020, many investors have cheered the recent market rally that lifted both the Nasdaq and the Russell 2000 out of bear market territory and being down over 20%.",,42,excitement,3,1,0
optimism,0.9,"The text highlights a strong rally in Nvidia's stock and mentions investors' confidence in the company's long-term prospects, indicating a confident positive outlook about future performance.","Nvidia stock staged a strong intra-day rally of 14% on Thursday after new data showed softer-than-expected price increases in October that harbingers a potential ""dovish response from the Fed"". The stock's recent gains as a result of mitigating strategies taken against the newly imposed export restrictions to China is also welcome news, underscoring investors' confidence in Nvidia's longer-term prospects.",,43,hope,6,2,0
optimism,0.9,"The text highlights a strong rally in Nvidia's stock and mentions investors' confidence in the company's long-term prospects, indicating a confident positive outlook about future performance.","Nvidia stock staged a strong intra-day rally of 14% on Thursday after new data showed softer-than-expected price increases in October that harbingers a potential ""dovish response from the Fed"". The stock's recent gains as a result of mitigating strategies taken against the newly imposed export restrictions to China is also welcome news, underscoring investors' confidence in Nvidia's longer-term prospects.",,43,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain market levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,44,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain market levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,44,excitement,3,1,0
fear,0.9,"The text suggests a potential 'meltdown' if certain market levels are exceeded, indicating intense worry about negative outcomes.",i-Grid shows $DIA capped for the long term at range of 123.40- 124.77;any rally beyond today's levels or into this range leads to meltdown.,,44,excitement,3,1,0
excitement,0.9,"The text describes a positive market reaction ('surge') following a favorable policy change by the central bank, indicating high energy and enthusiasm about potential gains for property lenders.",Property Lenders Surge After India Central Bank Eases Cash Rules,,45,excitement,3,1,0
uncertainty,0.7,"The text poses a question about the reasons behind Sinn Féin's electoral surge, indicating a lack of clarity or understanding about the factors driving this political change, which can have financial implications.",What is driving Sinn FÃƒÂ©in's electoral surge in Ireland? https://t.co/bP3Quxb6p2,,46,excitement,3,1,0
uncertainty,0.8,"The end of an eight-day rally suggests a change in market conditions, leading to doubt about future market direction.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,47,excitement,3,1,0
uncertainty,0.8,"The end of an eight-day rally suggests a change in market conditions, leading to doubt about future market direction.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,47,excitement,3,1,0
uncertainty,0.8,"The end of an eight-day rally suggests a change in market conditions, leading to doubt about future market direction.",Market Report: Eight-day rally ends for FTSE 100 and Standard Chartered,,47,excitement,3,1,0
optimism,0.9,"The text describes a successful funding round for a startup, indicating a positive outlook for its growth and expansion, supported by reputable investors.","Twid, an Indian startup operating a rewards based payment platform, has raised $12 million to scale its network of merchants and issuers and expand its solution in the South Asian market. Rakuten Capital led the startup's Series A round, which also saw participation from Google and existing investors including Sequoia Surge and Beenext.",,48,excitement,3,1,0
excitement,0.9,"The text highlights a significant stock surge and a substantial gain in the Dow, indicating a high energy positive emotion about opportunities or gains.",3M's stock surge is leading the Dow to a more than 300 point gain at midday https://t.co/iHWlJDupuJ,,49,excitement,3,1,0
