emotion,confidence,reasoning,text,batch_id,index
anxiety,0.9,"The text expresses concern about the declining performance of $HK over a period of time, indicating uneasiness about its future market conditions.",what is up with $HK..... from Jan to now it's been a sinking ship...,17/20,12
anxiety,0.9,"The text highlights a significant negative change in cash flow, which suggests uneasiness about the company's financial health and future market conditions.","Net cash flow from operating activities was a negative EUR 3.1 mn , compared to EUR 23.3 mn in the corresponding period in 2009 .",17/20,13
uncertainty,0.75,"The text indicates a lack of significant movement in the stock market and highlights weakness in energy stocks, suggesting a lack of clear direction or decisive sentiment in the market.","Stock Market Update: Stock market opens little changed, energy stocks remain weak",17/20,14
anxiety,0.75,"The text reflects uneasiness about the stock's inability to break out of a specific price zone, indicating concern about future performance without extreme worry.",$PAY 2nd time test of the 21.20-30 b/o zone.  Still not breaking out.  Moved my stop up to 20.80.,17/20,15
optimism,0.9,"The phrase 'Still Going Strong' suggests a confident positive outlook about the company's future performance, indicating optimism.",$CLR - Continental Resources: Still Going Strong. https://t.co/naXlXnnaSp #stocks #business #trading,17/20,16
optimism,0.9,"The text highlights a positive trend of accelerating revenue growth for Amazon Web Services, suggesting a confident outlook for future performance.",Amazon Web Services extended its streak to four consecutive quarters of accelerating revenue growth.,17/20,17
optimism,0.9,"The increase in the stock price target suggests a positive outlook on FleetCor's future performance, indicating confidence in its growth potential.",FleetCor stock price target raised to $325 from $310 at CFRA,17/20,18
optimism,0.75,"The discussion of top stock picks suggests a confident positive outlook on these stocks' future performance, indicating optimism.","The ‘Halftime Report' traders discuss their top stock picks: Qualcomm, Palo Alto Networks, UnitedHealth and Energy SPDR.",17/20,19
uncertainty,0.8,"The mention of billionaires investing in select stocks amidst increased volatility suggests a lack of clear market direction, indicating uncertainty about future outcomes.",Billionaires have piled into select Dow Jones Industrial Average stocks as volatility has ramped up.,17/20,21
excitement,0.75,"The playful and upbeat tone of the text, along with the reference to M&A (mergers and acquisitions) as a 'girl's best friend,' suggests a high-energy positive emotion about opportunities or gains in the financial market.","A kiss on the hand
May be quite continental
But M&A is a girl's best friend....
Here's what you need to know about… https://t.co/yoNbUfUWy9",17/20,22
excitement,0.9,"The text suggests a high energy positive emotion about the potential for reaching an all-time high, indicating enthusiasm about potential gains.","$BRK.B $SPY  All time high tomorrow? 150k on the A shares, Dec 13, 2007.",17/20,23
excitement,0.9,"The phrase 'ready to rock and roll' suggests a high energy positive emotion about potential gains, indicating excitement about the stock's performance.",$TZOO a close above 28.64 and we are ready to rock and roll,17/20,24
anxiety,0.8,"The text conveys a sense of unease and concern about the adequacy of the Social Security raise, which may not meet expectations or needs, leading to anxiety among seniors about their financial future.","Sorry, Seniors: 2020's Social Security Raise Is a Big Disappointment",17/20,25
uncertainty,0.75,"The text provides minimal information about Idorsia's Q4 results, lacking details on whether the results were positive or negative, which suggests uncertainty about the financial implications.",Idorsia reports Q4 results,17/20,26
optimism,0.75,"The text highlights the innovative features and connectivity of the EB Tough VoIP Field Phone, suggesting a positive outlook on its potential market performance and technological advancements.","The EB Tough VoIP Field Phone is equipped with an integrated speaker , Ethernet and SHDSL connectivity , and enables several innovative applications .",17/20,27
optimism,0.75,"The announcement of a new product launch suggests a positive outlook for Nokia's innovation and market presence, indicating confidence in future performance.","Now , Nokia has announced the launch of Bicycle Charger Kit that is compatible with all Nokia phones that have a 2 mm charging interface .",17/20,28
fear,0.9,"The text suggests a significant negative impact on global retailers due to Chinese consumers staying home, indicating intense worry about potential losses.","When Chinese Consumers Stay Home, the World’s Retailers Take Hit",17/20,29
optimism,0.9,"The statement reflects a confident positive outlook about future investments and development in science and technology parks, indicating optimism about growth and advancement.","`` They would invest not only in the physical infrastructure , but would also provide know-how for managing and developing science and technology parks , '' said Sunrise Valley director Andrius Bagdonas .",17/20,30
uncertainty,0.8,"The mention of 'surprise' at the size of regulatory penalties suggests a lack of clarity or predictability about the financial impact, indicating uncertainty about future implications.",RBS chairman admits surprise at size of regulatory penalties,17/20,31
optimism,0.75,"The text suggests a positive outlook on the efficiency and ease of using a single device for multiple applications, indicating confidence in improved operations.","Operators only need to learn how to use one device for multiple levels of applications , including voice-directed operations .",17/20,32
optimism,0.9,The announcement of opening 500 new stores in China indicates a confident positive outlook on future performance and growth opportunities in the market.,Walmart has announced that it plans to open 500 new stores in China over the next five to seven years. That would m… https://t.co/u6Y0TKU2Ss,17/20,33
optimism,0.75,"The acquisition of a substantial number of shares by Raffles Equities Ltd suggests a confident positive outlook on Archer Exploration Ltd's future performance, indicating optimism.",Raffles Equities Ltd became a substantial holder in Archer Exploration Ltd on January 12 with 11.7 million shares ( 18.2 pc ) .,17/20,34
excitement,0.9,"The mention of a 'major milestone' on the first trading day of the year suggests a high energy positive emotion about opportunities or gains, indicating excitement.",The first trading day of the year featured a major milestone for Corporate America and financial markets.,17/20,35
uncertainty,0.9,"The text expresses doubt about the impact of cold weather on rig production, indicated by the phrase 'Who knows,' suggesting a lack of clarity about future outcomes.",$UGAZ Will this cold put a dent in the massive horizontal rig production. Who knows  http://stks.co/p1V6P,17/20,36
anxiety,0.75,"The text indicates a decline in Amarin's stock price due to bearish coverage, suggesting unease about future market conditions without indicating extreme worry or alarm.",Amarin slips 3% on bearish coverage,17/20,37
anxiety,0.75,"The text suggests that minority shareholders are selling shares due to expectations about TeliaSonera's actions, indicating uneasiness about future market conditions.","Meanwhile , minority shareholders , expecting TeliaSonera to retain the bid , sell shares now .",17/20,38
uncertainty,0.75,"The text mentions after-hours movers without specifying the direction or impact of the movements, suggesting a lack of clarity about the market implications.","$HDS $AQST $AGIO - HDS, AQST, LTHM and SSI among after-hours movers https://t.co/XU5Ta7QMgk",17/20,39
anxiety,0.75,"The reported sales are lower than the previous year, which may cause uneasiness about the company's future performance, but it is not extreme enough to be classified as fear.",Kellogg Q4 reported sales $3.22 vs. $3.32 bln a year ago,17/20,40
optimism,0.9,"The text expresses a confident positive outlook about the future performance of cheap stocks, suggesting they are 'poised to rally' in a 'more friendly macro environment.'","These cheap stocks under $10 are poised to rally in the new, more friendly macro environment that's in place as 2022 unfolds. The post 7 of the Best Cheap Stocks Under $10 for 2022 to Buy Now appeared first on InvestorPlace.",17/20,41
anxiety,0.75,"The decrease in operating profit suggests a negative financial performance, which typically leads to uneasiness about future market conditions, but it is not extreme enough to be classified as fear.",Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,17/20,42
uncertainty,0.75,"The text mentions a rise in sales, which is positive, but also highlights the impact of foreign exchange on margins, introducing doubt about overall financial performance.","UPDATE 1-SABMiller 2nd-quarter underlying sales rise, forex impacts margins",17/20,43
fear,0.9,"The text expresses a strong concern about the stock falling to a specific lower value, indicated by the phrase 'falling towards 530' and the sad emoticon, suggesting intense worry about potential losses.",$AAPL I am big OUT from this. seems its falling towards 530.. :(,17/20,44
optimism,0.8,"The text reflects a confident and positive outlook on using stock screens to identify good investments, suggesting a belief in finding the right opportunities at the right times.","We like using stock screens to look for investing ideas, not so much to find new investments but to remind us (after all these years) of good investments and, more specifically, the right investments for the right times.",17/20,45
optimism,0.9,"The text highlights positive technical indicators such as closing above the 20MA and a MACD cross, suggesting a confident outlook for future performance, reinforced by the mention of a November catalyst.",$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,17/20,46
uncertainty,0.75,"The demand for a new Board and discussions on a merger suggest potential changes and instability, leading to confusion or doubt about the company's future direction.",M+ñkel+ñ is demanding a new Board for the company as well as discussions on the merger of Alma media and media company Talentum .,17/20,47
optimism,0.8,"The text suggests a resolution or agreement has been reached, which typically indicates a positive outlook for future financial stability or performance.","BPI Says Caixabank, Isabel dos Santos Reach Agreement Over Angola Exposure",17/20,48
anxiety,0.8,"The phrase 'Hedge Funds Are Cashing Out' suggests a withdrawal of investment, which typically indicates concern about future performance, leading to a sense of uneasiness about the company's prospects.","Healthcare Services Group, Inc. (HCSG): Hedge Funds Are Cashing Out",18/20,0
optimism,0.9,The announcement of a significant deal with a major retail company suggests a positive outlook for Basware Oyj's future performance and growth prospects.,"Finnish financial software developer Basware Oyj said today it will provide its invoice automation ( IA ) solution to an unnamed major retail company in the USA in a deal , worth more than EUR300 ,000 .",18/20,1
optimism,0.9,"The text expresses a confident positive outlook about the future performance of the Dow, suggesting a belief in continued growth and higher market levels.","How Dow 28,000 Can Rapidly Become Dow 30,000 and Even Higher in 2020",18/20,2
uncertainty,0.7,"The text provides factual information about a past transaction without clear emotional indicators, but the context of state-held stakes and reforms suggests potential uncertainty about future implications.",Fortum had previously bought the state-held stake in TGK-10 from RAO UES during its reform .,18/20,3
excitement,0.75,"The text highlights a positive financial status by stating that having $250,000 places a household in the top 5%, which can evoke a sense of achievement and opportunity, characteristic of excitement.","If your household has $250,000, you’re in the top 5%. https://t.co/VslRVqg5zP",18/20,4
optimism,0.75,"The statement highlights a positive development in technology, suggesting a confident outlook on improved connectivity and potential benefits for sparsely populated areas.","Sami Sepp+ñnen , CEO for Elisa Eesti , says the novel network allows fast mobile broadband for sparsely populated areas .",18/20,5
excitement,0.9,"The text highlights a significant positive milestone for Apple, with a 3% rally and reaching a $3 trillion market cap, which is unprecedented. This suggests a high energy positive emotion about the achievement.","Apple rallied 3% Monday, pushing the company's market cap to $3 trillion. It's the first company to ever reach that level.",18/20,6
anxiety,0.9,"The report of a potential cyberattack on Nvidia suggests uneasiness about the impact on its business operations, but it does not convey extreme worry or alarm, making anxiety the most fitting emotion.","U.S chipmaker Nvidia Corp is investigating a potential cyberattack that may have taken parts of its business offline for two days, the Telegraph reported on Friday.",18/20,7
optimism,0.9,"The statement suggests a confident positive outlook on the U.S. economy's continued performance, indicating that there are no signs of an impending downturn.",Kudlow sees no signs U.S. economy is nearing end of the cycle,18/20,8
optimism,0.9,"Despite recent declines, the text emphasizes AMD's strong fundamentals and long-term prospects, suggesting a confident positive outlook.","Brought low by a broader retrenchment in technology stocks, semiconductors in particular, the weakness seen in AMD stock in recent months is no reflection on Advanced Micro Devices fundamentals or its long-term prospects, which remain bright. The post Down on the Year, AMD Stock Remains a Best-in-Class Semiconductor Pick appeared first on InvestorPlace.",18/20,9
uncertainty,0.9,"The text describes a situation where Microsoft performed well financially, yet its stock price fell, suggesting confusion or doubt about the market's reaction.",Microsoft stock dips into the red despite beating on both the top and bottom line for its third-quarter results.,18/20,10
optimism,0.9,"The text highlights Google's dominance and stability, suggesting a confident positive outlook about its future performance as an investment.",Google's dominance in search and its extensive cloud data center footprint makes GOOG stock the most stable investment in the cloud. The post Alphabet Stays True to Its Roots appeared first on InvestorPlace.,18/20,11
optimism,0.75,"The statement indicates a planned future event, suggesting a positive outlook on the plant's production capabilities and timeline.",The plant is expected to start production in the first half of 2007 .,18/20,12
excitement,0.75,"The text highlights gains for certain companies, which suggests a positive outlook and high energy about opportunities or gains, indicating excitement as the primary emotion.",$EVH $PGNY $JG - Domo and Evolent Health Tech gainers; GlobalSCAPE and Yext among losers https://t.co/lP8BrPSIeQ,18/20,13
fear,0.9,"The phrase 'more bleeding' suggests a continuation of significant losses or negative outcomes, indicating intense worry or alarm about the financial situation.",$RNN More bleeding Monday.,18/20,14
fear,0.95,"The text explicitly mentions that U.S. consumers 'fear' for jobs and debt payments due to the coronavirus, indicating intense worry about negative outcomes.","U.S. consumers fear for jobs, debt payments because of coronavirus: New York Fed survey https://t.co/rKzcOAejIE https://t.co/q1H7vftWjJ",18/20,16
uncertainty,0.75,"The text describes a leadership change within a company, which often leads to uncertainty about future strategies and outcomes. The lack of additional context about the implications of this reshuffle contributes to the sense of uncertainty.",UPDATE 1-Commodity group Louis Dreyfus promotes coffee head to COO role in latest reshuffle,18/20,17
optimism,0.9,"The text reflects a confident positive outlook as Goldman Sachs reiterates a 'conviction buy' on Apple, indicating strong belief in future performance.",$AAPL Goldman Sachs reiterates conviction buy on Apple with a $155 PT $SPY $DJIA $GS https://t.co/h5hmXSITwM,18/20,18
uncertainty,0.75,"The dismissal of the idea suggests a lack of clear direction or strategy in challenging Huawei, leading to uncertainty about future actions and market implications.","Pence dismisses idea of U.S. buying Nokia, Ericsson to challenge Huawei",18/20,19
uncertainty,0.9,"The HOLD rating suggests a lack of strong conviction about the stock's future performance, indicating uncertainty about its direction.",3-star analyst Joe Wittine from Longbow Research reiterated a HOLD rating on $NTAP.,18/20,20
uncertainty,0.75,"The statement reflects doubt about the adequacy of a 36-month timeframe for operations in Russia, suggesting confusion or lack of clarity about future outcomes.",The company admits that 36 months is a relatively short time when operating in Russia .,18/20,21
optimism,0.9,"The text suggests a positive outlook as it mentions the stock bouncing off support and indicators turning up, indicating confidence in future performance.","$LULU http://stks.co/o17i Bounced off support early in week - now indicators turning up (RSI, MACD, SMI) Worth a look",18/20,22
fear,0.9,The announcement of job reductions typically induces fear due to the potential for personal financial loss and broader economic implications.,A total of 140 jobs will be reduced at the Raahe Steel Works .,18/20,23
uncertainty,0.9,"The question about whether Wolters Kluwer is using too much debt suggests doubt or confusion about the company's financial strategy and its implications, indicating uncertainty about its financial health.",Is Wolters Kluwer (AMS:WKL) Using Too Much Debt?,18/20,24
excitement,0.9,"The text highlights a significant rise in the stock price of Collegium Pharmaceutical, suggesting a high energy positive emotion about the gains.",Here's Why Collegium Pharmaceutical Rose as Much as 20.7% Today,18/20,25
uncertainty,0.75,"The text presents a mixed scenario with the market opening slightly higher but energy stocks pulling back, indicating a lack of clear direction or outcome.","Stock Market Update: Stock market opens slightly higher, energy stocks pull back",18/20,26
uncertainty,0.75,"The text suggests a cautious approach with a 'small post,' indicating doubt or lack of confidence in the market direction for $INO.",$INO back in this am small post,18/20,27
uncertainty,0.75,"The text presents a price difference between GMO and non-GMO soy without indicating whether this is positive or negative, leading to potential confusion about market implications.",The price of GMO soy is 5 % -7 % lower than that of non-GMO .,18/20,28
fear,0.9,"The statement highlights the risk and potential for significant losses in after-hours trading, which suggests an intense worry or alarm about negative outcomes.","""One mistake in after-hours trading will wipe you out much faster than a mistake during regular hours,"" the ""Mad Money"" host said Wednesday.",18/20,29
uncertainty,0.75,"The phrase 'mixed bag' suggests a lack of clear direction or outcome from the Ofcom postal regulation report, indicating confusion or doubt about the implications for Royal Mail.",Royal Mail gets mixed bag from Ofcom postal regulation report,18/20,30
optimism,0.75,"The text highlights the positive aspect of providing employment opportunities across multiple countries, suggesting a confident outlook on the company's growth and stability.","We offer challenging and interesting employment for over 20,000 people in 20 countries throughout Europe .",18/20,31
optimism,0.9,"The text highlights tech stocks as strong options for long-term growth, suggesting a confident positive outlook despite current market volatility.",These superstar tech stocks are among the best options for long-term growth investors looking to battle market volatility right now. The post 7 Superstar Tech Stocks That May Outperform This Market Rout appeared first on InvestorPlace.,18/20,32
optimism,0.8,"The creation of 225,000 jobs suggests a strong labor market, which is generally a positive indicator for the economy, despite the slight rise in unemployment. This points to a confident positive outlook about future performance.","U.S. creates 225,000 jobs in January, unemployment rises to 3.6%",18/20,33
optimism,0.75,"The introduction of a 'Clean Energy Charging' feature suggests a positive outlook for Apple's innovation and environmental responsibility, which can be seen as a confident step towards future performance.",Yahoo Finance's Jared Blikre reports on news that Apple will launch a 'Clean Energy Charging' feature in iOS update.,18/20,34
optimism,0.9,"The text highlights a new product launch by Texas Instruments aimed at enhancing its market offerings, suggesting a confident positive outlook about future performance in the automotive sector.",Texas Instruments (TXN) rolls out the radar sensor AWR2944 to boost offerings in the automotive market.,18/20,35
anxiety,0.75,"The text suggests uneasiness about the current situation in Venezuela and the effectiveness of the opposition, indicating a concern about future outcomes without reaching the level of intense worry or alarm.",The White House is considering more aggressive strategies in Venezuela as Trump is losing confidence that oppositio… https://t.co/n0H1QNAHcg,18/20,36
anxiety,0.8,"The text reports a significant decrease in sales, which suggests uneasiness about the company's financial performance and future market conditions, but it does not convey intense worry or alarm.","In July-September 2009 , Konecranes ' sales decreased to EUR 368.7 mn from EUR 520.4 mn in July-September 2008 .",18/20,37
uncertainty,0.9,"The question format of the text suggests a lack of clarity or doubt about the investment decision, indicating uncertainty about the future performance of Lee Enterprises.","Should You Buy Lee Enterprises, Incorporated (LEE)?",18/20,38
hope,0.8,"The text suggests that these companies, despite being 'beaten-down', may be attractive takeover targets, indicating a hopeful outlook for potential positive outcomes through acquisitions.",4 beaten-down Internet companies that may be ripe for a #takeover target: #Twitter $TWTR - #LinkedIn $LNKD - #Yahoo! $YHOO - #Groupon $GRPN,18/20,39
optimism,0.9,"The text highlights a positive development with Amazon's stock climbing ahead of a stock split, suggesting a confident positive outlook about future performance.",Amazon (AMZN) stock will undergo a 20-for-1 split after the market closes today. The shares have climbed ahead of the change.,18/20,40
optimism,0.9,"The text indicates a positive market reaction to Dave & Buster's guidance, suggesting a confident outlook on future performance.",$PLAY - Dave & Buster's +3% after guidance satisfies https://t.co/xXb6wPjScy,18/20,41
anxiety,0.9,"The repeated rate cuts amid economic stagnation suggest uneasiness about future market conditions, indicating a cautious approach to stimulate growth.",Mexico cuts its key rate for a 5th time amid economic stagnation https://t.co/HqpKAGRDt7 https://t.co/Jx7BHGv88y,18/20,42
excitement,0.9,"The text expresses a high-energy positive emotion about the opportunity to profit from the market downturn, indicated by the suggestion to short $FAZ and the playful tone.",Short more $FAZ for all who don't know that means markets will tank now :-p,18/20,43
optimism,0.7,"The text reports a positive movement in Cisco Systems' stock price, suggesting a confident outlook about its performance, albeit the change is small.","In the latest trading session, Cisco Systems (CSCO) closed at $55.67, marking a +0.11% move from the previous day.",18/20,44
uncertainty,0.9,"The resignation of a CEO typically introduces doubt about the company's future direction and leadership stability, leading to uncertainty in the market.",What CEO Tidjane Thiam's Resignation Means for Credit Suisse,18/20,45
anxiety,0.9,"The recall of Tesla Model X cars suggests uneasiness about potential safety issues, which can lead to concerns about future market performance and consumer trust.","You know that back seat? Don't sit in it. - $TSLA -> Tesla recalls 2,700 Model X cars https://t.co/7J0Gwz89ZC",18/20,46
fear,0.9,"The text highlights a significant loss in Adobe's stock value, which suggests intense worry or alarm about the negative financial outcome.",Adobe stock has lost more than 40% of its value in four months of general industry weakness.,18/20,48
uncertainty,0.75,"The phrase 'said to mull' suggests indecision or lack of clarity about the potential sale, indicating uncertainty about the outcome or future actions.",Luxury Tycoon Said to Mull $1.5 Billion South African Fiber Sale,18/20,49
hope,0.75,"The text suggests a desire or aspiration to achieve a positive outcome (being student loan-free) by following certain steps, indicating hope with some uncertainty about the outcome.",Want to Be Student Loan-Free in 2020? Do These 5 Things,19/20,0
anxiety,0.9,"The higher-than-expected jobless claims suggest potential economic instability, leading to uneasiness about future market conditions.",Weekly Jobless Claims Higher-Than-Expectation.,19/20,1
excitement,0.9,"The phrase 'a flurry of good news reports' suggests a high energy positive reaction, indicating opportunities or gains, which aligns with excitement.",A flurry of good news reports is lifting airline stocks higher.,19/20,2
anxiety,0.8,"The text indicates a recent decline in Twitter's stock price following a significant gain, suggesting unease about the sustainability of the previous gains.",Twitter -3.5% in pullback after double-digit gain,19/20,3
optimism,0.9,"The text highlights positive technical indicators such as closing above the 20MA and a MACD cross, suggesting a confident positive outlook for future performance.",$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,19/20,4
excitement,0.9,"The text highlights the 'monstrous success' and significant market value of Amazon, conveying a high-energy positive emotion about its impressive achievements.","No one would've predicted the monstrous success of Amazon (NASDAQ: AMZN ). It's among the top-five most valuable companies in terms of market capitalization, trading at over a whopping $1.4 trillion.",19/20,5
optimism,0.9,"The text suggests a positive outlook on the future performance of tech stocks, indicating confidence in their long-term potential despite current setbacks.","Tech stocks have been beaten down this year, making these two top names a long-term buy.",19/20,6
uncertainty,0.75,"The text lists several ETFs as movers without indicating whether they are moving positively or negatively, suggesting a lack of clear direction or outcome, which aligns with uncertainty.","$DRIP $LABU $GASX - SOXL, LABU, JO and GUSH among weekly ETF movers https://t.co/FntrWNY9sn",19/20,7
uncertainty,0.75,"The text suggests that Dave & Buster's stock is cheap, but implies there is a reason for this, which introduces doubt about the stock's value and future performance.","$PLAY - Dave & Buster's: Cheap, But For A Reason. Follow this and any other stock on Seeking Alpha!… https://t.co/0cNQJo3tNL",19/20,8
uncertainty,0.75,"The text discusses the departure of a central bank leader, which often leads to questions about future leadership and policy direction, indicating uncertainty.","Bank of England Mark Carney is hanging up his hat. So what's next for the central bank leader?

@flacqua sits down… https://t.co/xxqMzXupmE",19/20,9
uncertainty,0.9,"The phrase 'rumors of a deal seem thin at best' suggests doubt and lack of clarity about the likelihood of a deal, indicating uncertainty about future outcomes.",Rumors of a deal seem thin at best.,19/20,10
anxiety,0.75,"The mention of 'experts warned' suggests a cautious or uneasy outlook, indicating anxiety about potential future market conditions.","zip , '' experts warned Tuesday .",19/20,11
uncertainty,0.75,"The term 'sideways' suggests a lack of clear direction in the stock's movement, indicating confusion or doubt about future market performance.",$NVDA sideways,19/20,12
optimism,0.75,"The text suggests a positive development for Tesco as it is close to appointing a new chairman, which implies confidence in future leadership and stability.",Tesco closes in on new chairman with Dixons Carphone's John Allan in the frame,19/20,13
optimism,0.75,"The announcement of a new program suggests a positive outlook for future business opportunities and growth, indicating optimism about the company's direction.","Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",19/20,14
optimism,0.9,"The text highlights a positive outcome with increased sales during the festive season, suggesting a confident outlook for Greene King's performance.",Greene King's third quarter sales boosted by festive season,19/20,15
excitement,0.9,"The phrase 'Breakout Coming Soon!' suggests a high energy positive emotion about potential gains or opportunities, indicating excitement about the stock's future performance.",$GALE Breakout Coming Soon!,19/20,16
optimism,0.8,The collaboration between AstraZeneca and Daiichi Sankyo to sell Movantik in the US suggests a positive outlook on future performance and market expansion opportunities.,AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,19/20,17
optimism,0.9,"The text highlights Martela's leadership and innovation in providing solutions, suggesting a confident positive outlook about its future performance.",Martela is a front runner in providing innovative solutions and customer service Martela designs and supplies interior solutions for working environments and public spaces .,19/20,18
optimism,0.8,"The text highlights Microsoft's ability to avoid regulatory scrutiny over the years, suggesting a positive outlook on its continued stability and success in navigating legal challenges.","It has been about two decades since Microsoft and the US government went head-to-head in one of the country's biggest-ever antitrust battles. In the years since, Microsoft has managed to mostly stay off the radars of lawmakers and antitrust regulators, even as scrutiny of other tech giants has ramped up.",19/20,19
anxiety,0.9,"The text indicates a decline in European stocks and specific companies, suggesting uneasiness about market conditions without extreme alarm.","European stocks hover near 3-week low, Dialog and BHP slump",19/20,20
excitement,0.9,"The phrase 'surprise City with Christmas bounce back' suggests a positive and unexpected improvement in performance, indicating a high energy positive emotion about opportunities or gains.",Morrisons and Debenhams surprise City with Christmas bounce back,19/20,21
optimism,0.8,"The text suggests a positive outlook on Amazon's strategic expansion into healthcare, indicating confidence in future performance and growth opportunities.",Amazon Continues to Make Stealth Moves Into Healthcare,19/20,23
optimism,0.75,"The text describes a renovation project aimed at improving compliance with regulatory standards, suggesting a positive outlook on future performance and environmental impact.","In complying with the European Water Framework Directive requirements , the pre-treatment unit will be fully renovated , including hydraulics of waste water inception , degridding , sand and grease removal and treatment and deodorization of the unit .",19/20,24
anxiety,0.8,"The text highlights a significant drop in Roku's share price despite its growth, suggesting uneasiness about its future market performance.","Roku is a major ARK Innovation ETF holding, and the company's growing fast. But its share price fell 31% in 2021.",19/20,25
excitement,0.9,"The text highlights stocks that are 'soaring' due to 'surging demand,' which suggests a high energy positive emotion about opportunities or gains in the market.",2 Stocks That Are Soaring on Surging Demand for These Companies' Products,19/20,26
optimism,0.75,"The text highlights Oriola-KD as a leading distributor, which suggests a positive outlook on its market position and performance, indicating optimism.","Oriola-KD , headquartered in Espoo , Finland , is a leading distributor of pharmaceutical and healthcare products with 1,300 employees in the Nordic and Baltic countries .",19/20,27
uncertainty,0.7,"The text expresses confusion and doubt about the actions of Twitter, suggesting a lack of clarity about the reasons behind the 'shadow ban'.","Hey Twitter! why shadow ban the truth??? 

https://t.co/wdsIpTJ0fB",19/20,28
optimism,0.75,"The text expresses a positive sentiment towards the situation, suggesting a confident outlook on the stock's performance following a rise in interest, despite previous lows.",$TSLA You have to love these types of articles. SS interest rose on 12/15 on day before we hit our lows. http://stks.co/c1QKr,19/20,29
anxiety,0.8,"The text reports a decline in profits, which suggests uneasiness about the company's financial performance, but it does not indicate extreme worry or alarm.","In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .",19/20,30
anxiety,0.9,"The text highlights concerns about inflation and geopolitical tensions, suggesting uneasiness about future market conditions, which aligns with anxiety.","The ""Mad Money"" host said despite the storm that soaring inflation and the Ukraine war have created over the market, investors must remain vigilant.",19/20,31
anxiety,0.8,"The disclosure of ties to Iran and the initiation of a probe suggest unease about potential regulatory or reputational consequences, indicating anxiety about future market conditions.","Berkshire discloses unit's ties to Iran, opens probe",19/20,32
optimism,0.9,"The text highlights a positive shift in analyst sentiment from bearish to bullish, indicating a confident positive outlook for Netflix's future performance due to multiple positive catalysts.","Shares of Netflix Inc. were set to bounce off a seven-week low on Thursday, after CFRA analyst Kenneth Leon swung to bullish from bearish on the “best-in-class” streaming video giant, citing multiple positive catalysts ahead.",19/20,33
fear,0.9,"The phrase 'super nasty' suggests a strong negative reaction, indicating intense worry or alarm about the situation, which aligns with the emotion of fear.","`` This is super nasty , '' said Eric Schultze , chief technology officer at Shavlik Technologies LLC , a St. Paul , Minn.-based maker of patch management tools .",19/20,34
optimism,0.75,"The introduction of a new feature suggests a positive outlook for Google's continuous improvement and innovation, which can be seen as a confident positive outlook about future performance.","Alphabet's (GOOGL) Google introduces a new feature in Gmail to pause mobile notifications while using the desktop client, per a report.",19/20,35
excitement,0.9,"The text highlights Apple's potential to become the biggest ad company by revenue, suggesting a high-energy positive outlook about new opportunities and gains in the digital advertising space.","Apple is entering the digital advertising space. Thanks to ATT, the company could be the biggest ad company by revenue in the world. ATT is wreaking havoc on the digital-ad industry, and Apple could stand to benefit by monetizing its first-party data.",19/20,36
optimism,0.8,"The collaboration between AstraZeneca and Daiichi Sankyo to sell Movantik in the US suggests a positive outlook on future sales and market performance, indicating confidence in the partnership's potential success.",AstraZeneca Teams With Daiichi Sankyo To Sell Movantik In US,19/20,37
optimism,0.9,"The statement highlights a positive outcome (higher net sales) due to favorable currency rates, indicating a confident positive outlook about the company's performance.","Favourable currency rates also contributed to higher net sales , '' CEO Kari Kauniskangas said .",19/20,38
optimism,0.9,"The text describes a positive business collaboration between Amazon and Stellantis, highlighting future plans and technological advancements, which suggests a confident positive outlook about future performance.","Amazon and Stellantis have signed a deal to deliver software solutions for the Amsterdam-based car maker's digital cabin platform, according to a press release on Thursday (Jan. 6).  Under the terms of the multi-year deal, the companies will launch STLA SmartCockpit by 2024, and collaborate to implement Amazon's technology and software know-how across Stellantis, including […]",19/20,39
uncertainty,0.9,"The delay and scaling back of Apple's plans suggest confusion or doubt about the feasibility or direction of their autonomous electric-car project, leading to uncertainty about future outcomes.","Apple Inc. has scaled back its autonomous electric-car plans and delayed its target date until 2026, according to a new report.",19/20,40
anxiety,0.9,"The text highlights a significant decline in orders, which suggests uneasiness about future market conditions without indicating extreme worry or alarm.","However , the orders received during the period under review fell by 17 % quarter-on-quarter from the EUR 213 million recorded in the second quarter of 2010 .",19/20,41
optimism,0.75,"The text suggests a positive outlook by emphasizing values and sustainability, which are generally associated with long-term growth and stability.",Performance is based on values and sustainability .,19/20,42
anxiety,0.75,"The mention of the 'poorest index figure' for Fortum suggests uneasiness about the company's future market performance, indicating anxiety rather than more intense fear or positive emotions.","The poorest index figure was given to Finnish power company Fortum , 4.5 .",19/20,43
uncertainty,0.7,"The text suggests a trading strategy, which implies a need for guidance or direction, indicating uncertainty about Netflix's future market performance.",Here is a trading strategy for Netflix.,19/20,44
