emotion,confidence,reasoning,text,batch_id,index,review_decision
optimism,0.9,"The text highlights stocks that are considered 'bullish' during a market dip, indicating a confident positive outlook on their future performance despite current market conditions.",Most bullish stocks on Twitter during this dip. $YHOO $GDX $GOOGL $STZ $GOLD $EW $VZ $CELG $SBUX $SCTY more: https://t.co/iuZJelfwt3,11/16,30,
optimism,0.9,"The text indicates a positive reaction to strong earnings, suggesting a confident outlook about future market performance.",Strong earnings helped lift the market.,11/16,31,
optimism,0.75,"The text highlights the diverse capabilities and offerings of the company, suggesting a positive outlook on its ability to meet consumer needs and succeed in the market.","It makes a wide range of mobile devices with services and software that enable people to experience music , navigation , video , television , imaging , games and business mobility .",11/16,33,
optimism,0.75,"The text describes a successful transaction involving the sale of a mine, which suggests a positive outlook for both parties involved, particularly for Outokumpu, as it receives shares in exchange. This indicates confidence in future performance.",HELSINKI ( AFX ) - Outokumpu said it has agreed to sell the Hitura nickel mine in Finland to Canadian group Belvedere Resources Ltd for 10 mln eur worth of Belvedere shares .,11/16,34,
fear,0.9,"The text describes a significant drop in European shares, indicating intense worry about losses, which aligns with fear. The mention of hopes turning to the ECB suggests a search for stability amidst this fear.","European shares plunge, roiled by BHP and oil; hopes turn to ECB",11/16,35,
excitement,0.9,"The text expresses high energy and positive emotion about the significant gains made by $FB Dax in 2013, indicated by the exclamation mark and the phrase 'great yr w 28% plus!'",$FB Dax says bye bye 2013 - finished a great yr w 28% plus!,11/16,36,
optimism,0.9,"The text describes a strategic initiative by Lululemon to enhance customer loyalty, suggesting a confident positive outlook on future performance.","Lululemon this fall will be launching two tiers of memberships, one free and one paid, in a bid to build a more loyal base of customers.",11/16,37,
hope,0.75,"The text expresses a desire for the stock to find support and increase in value, indicating an aspiration for a positive outcome despite some uncertainty.",$TSLA Wish had my puts back but see if we can find support around 243.39 and pop up so that I can get back in. https://t.co/hFkLq3WObV,11/16,38,
optimism,0.9,The increase in Costco's price target by a reputable financial institution suggests a confident positive outlook on the company's future performance.,Costco price target raised to $330 vs. $320 at BofA Merrill Lynch,11/16,39,
fear,0.9,"The repeated decline in Boeing's stock suggests a strong concern about potential losses or negative outcomes, indicating fear as the primary emotion.",Boeing’s stock is headed for its 12th decline in the past 14 sessions,11/16,40,
optimism,0.75,"The text describes a strategic partnership and investment, suggesting a positive outlook on future business opportunities and growth.","The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",11/16,41,
excitement,0.8,"The text highlights Alibaba's innovative approach with a paperless listing, suggesting a positive and energetic outlook towards new opportunities and advancements in the financial market.",Alibaba to pioneer paperless listing in break with Hong Kong norm - CIO New Zealand,11/16,42,
optimism,0.9,"The completion of an acquisition typically signals a positive outlook for future growth and performance, suggesting confidence in strategic expansion.",$ALKS - Alkermes completes acquisition of Rodin Therapeutics https://t.co/JOFHZTfnlA,11/16,43,
optimism,0.9,"The text highlights positive past performance and suggests potential future gains, indicating a confident positive outlook about future performance.",I present my top 15 high-growth dividend stocks to consider during the month of January. Last month's list returned 4.65% in December to finish out 2021 with a total return of 33.52%.,11/16,44,
optimism,0.9,"The text highlights the company's strong financial position, resilience, and growth in services, indicating a confident positive outlook about its future performance.","The iPhone maker once again flexed its financial firepower, resilient supply chain, expanding services segment, and more.",11/16,45,
optimism,0.75,"The mention of a 'long position' typically indicates a positive outlook on the stock's future performance, suggesting confidence in potential gains.","Long Position on $GOL,...Updating http://stks.co/fdmm",11/16,46,
anxiety,0.75,"The text mentions permanent reductions in workforce, which typically causes unease about future job security and market conditions, but it does not convey intense worry or alarm.","The number of permanent reductions of clerical workers is 22 employees , of which 19 in Finland .",11/16,47,
anxiety,0.9,"The text suggests uneasiness about Microsoft's future due to renewed federal scrutiny, indicating potential challenges ahead, but it does not convey intense worry or alarm.","After nearly two decades of seemingly good behavior following a drawn-out battle with the U.S. Justice Department in the late 1990s, Microsoft Corp. is under federal scrutiny once again.",11/16,48,
excitement,0.9,"The use of 'BULLISH Engulfing' suggests a strong positive sentiment about Coca Cola's stock, indicating high energy and enthusiasm about potential gains.",BULLISH Engulfing of COCA COLA: http://stks.co/fYCo $KO,11/16,49,
uncertainty,0.7,"The text is very brief and lacks context, but the dismissal of charges could imply uncertainty about future legal or financial outcomes.",All other charges were dismissed .,12/16,0,
anxiety,0.75,"The text discusses a potential change in pension conditions, which can create uneasiness about future financial security for those affected, indicating anxiety.","Lember said the matter was topical also in Estonia , where a bill has been drafted at the Social Affairs Ministry that would scrap old-age pensions on favorable conditions .",12/16,1,
anxiety,0.8,"The text indicates that Costco shares are trading lower due to Target's worse-than-expected earnings, suggesting uneasiness about the retail sector's performance.",Costco Wholesale Corp (NASDAQ: COST) shares are trading lower Wednesday alongside several other retailers after Target Corp (NYSE: TGT) announced worse-than-expected earnings results.  Target Revenue: $25.17 billion beat $24.37-billion estimate.,12/16,3,
optimism,0.9,"The text indicates a positive outcome for Barclays as they expect a gain after settling with Lehman Bros Trustee, suggesting a confident positive outlook about future performance.",UPDATE: Barclays Expects Gain After Settling With Lehman Bros Trustee,12/16,4,
anxiety,0.75,"The warning from the State Department suggests a concern about potential legal or regulatory issues for CBD consumers, leading to uneasiness about future travel conditions.",State Department Warns CBD Consumers Not To Fly Internationally With Oils,12/16,5,
optimism,0.9,"The text suggests a positive outlook on the future performance of tech stocks, indicating confidence in their long-term potential despite current setbacks.","Tech stocks have been beaten down this year, making these two top names a long-term buy.",12/16,6,
anxiety,0.8,"The text describes a negative event for Nvidia stock, which is likely to cause uneasiness among investors about future performance, but it does not indicate extreme worry or alarm.",Yahoo Finance's Brian Sozzi discusses Nvidia stock sinking after Citi lowered its gaming-related estimates.,12/16,7,
anxiety,0.8,"The phrase 'bumps in the road' suggests potential challenges or obstacles, indicating uneasiness about future market conditions for Nvidia, but not extreme alarm.",Nvidia could face some upcoming bumps in the road.,12/16,8,
optimism,0.75,"The text expresses a positive outlook on the stock $IONS, suggesting confidence in its current position with the phrase 'It looks nice here.'",Mentioned $IONS in the past. It looks nice here. Ww. https://t.co/FGBiDOzlZ2,12/16,9,
uncertainty,0.75,The announcement of a new CFO can introduce uncertainty as stakeholders may be unsure about the future direction and impact of this leadership change on the company's financial performance.,$SNCAF - SNC-Lavalin selects Bell as new CFO https://t.co/zvWsYAlRgk,12/16,10,
excitement,0.9,"The significant increase in profit from EUR0.01 m to EUR0.9 m suggests a high energy positive emotion about the financial performance, indicating excitement about the gains.","Profit after taxes for the period was up to EUR0 .9 m , from EUR0 .01 m last year .",12/16,11,
fear,0.9,"The significant drop in net sales by 33% suggests a serious concern about financial performance, likely causing intense worry about potential losses or negative outcomes.",Net sales fell by 33 % from the third quarter of 2008 to EUR 130.5 mn .,12/16,12,
optimism,0.9,"The text indicates a positive reaction in the FTSE market due to favorable results from Prudential, suggesting a confident outlook about future performance.",Britain's FTSE gets lift from Prudential results,12/16,13,
optimism,0.9,"The text reports a significant improvement in department store sales, suggesting a positive outlook for future performance.","Department store sales improved by 14 % to EUR 1,070.6 mn .",12/16,14,
excitement,0.9,"The announcement of Baby Yoda toys for Christmas suggests a high energy positive emotion about potential sales and consumer interest, indicating excitement.",Disney is giving us Baby Yoda toys for Christmas https://t.co/5sFXnLp63J,12/16,15,
uncertainty,0.9,"The text describes a situation where there is no clear follow-through in price action, indicating confusion or doubt about market direction.","$ENDP exit reversal .11 X 3K shares = $330 - now Long - not getting follow through, either side of price action",12/16,16,
excitement,0.9,"The announcement of a deal offering free restaurant delivery to Amazon Prime customers suggests a positive development and opportunity, likely generating high energy and enthusiasm among consumers and investors.",Amazon Prime customers in the United States will be able to receive a year of free restaurant delivery through Grubhub+ under a deal announced Wednesday by Just Eat Takeaway.com.,12/16,17,
optimism,0.9,"The text highlights a positive growth in trade between India and Russia, suggesting a confident outlook on future economic relations and performance.","India 's trade with Russia currently stands at four billion dollars , growing 9.6 per cent in fiscal 2007 .",12/16,18,
uncertainty,0.75,"The text suggests a lack of information or clarity about Alphabet's Sandbox project, leading to doubt or confusion about its direction or impact.","Alphabet has been relatively quiet about Sandbox, which is led by Jack Hidary.",12/16,19,
excitement,0.9,"The text highlights that CDW exceeded expectations in both earnings per share and revenue, which typically generates a high-energy positive reaction from investors.","CDW EPS beats by $0.09, beats on revenue",12/16,20,
uncertainty,0.7,"The mention of broker ratings changes suggests a potential shift in market perceptions, which can create doubt or confusion about future stock performance.",See the latest #broker #ratings changes https://t.co/f9jwmhJP5n $ARWR $CACI $DECK $DKS $ENR $HAS $JD $LYFT $NVDA… https://t.co/BIDhJPNHdU,12/16,21,
anxiety,0.75,"The lowering of a price target typically indicates concerns about a company's future performance, leading to uneasiness among investors about potential market conditions.",Orbcomm price target lowered to $9 at Canaccord,12/16,22,
hope,0.8,"The text suggests a potential positive turnaround for the investor's picks, indicating a wish for positive outcomes despite past cooling off, which aligns with hope.","The once white-hot investing guru has cooled off considerably, but some of her picks are ready to fire up again.",12/16,23,
hope,0.75,"The text expresses a wish for a positive outcome regarding the stock's performance, indicated by the word 'hopefully,' suggesting an aspiration for improvement despite current challenges.",Buyback not trending right ( $CPIX spending more as shares pricier). Hopefully will pull back w 6.87 Q2 closing VWAP,12/16,24,
uncertainty,0.75,"The text mentions an earnings announcement, which often leads to discussions about future performance and market reactions. The presence of multiple analysts suggests a variety of opinions, indicating a lack of clear consensus and thus uncertainty.","Josh Lipton reports on Nvidia after today's earnings announcement. With CNBC's Melissa Lee and the Fast Money traders, Tim Seymour, Dan Nathan, Pete Najarian and Mike Khouw.",12/16,25,
optimism,0.8,"The text suggests a positive outlook for Microsoft's results due to increased sales of Office 365, indicating confidence in future performance.",Microsoft's results could benefit from sales of Office 365 productivity software subscriptions from customers wanting to avoid getting hit with price increases.,12/16,26,
optimism,0.8,The text suggests a positive outlook as Mizuho's action of raising Intel indicates confidence in the company's strategy of aggressive price cuts leading to improved performance.,Mizuho raises Intel on aggressive price cuts,12/16,27,
uncertainty,0.75,"The text discusses a change in authorization related to acquiring shares, which may introduce doubt or confusion about future actions or implications for shareholders.","The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",12/16,28,
uncertainty,0.7,"The text provides factual information about Protalix's stock performance without indicating any clear positive or negative sentiment, suggesting a neutral or uncertain emotional tone.","Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",12/16,29,
uncertainty,0.75,"The mention of a 'potential bearish shark pattern' and the conditional statement 'if point B $226 to be taken out' suggests doubt about future market movements, indicating uncertainty.",$V A potential bearish shark pattern if point B $226 to be taken out. http://stks.co/i0GGH,12/16,30,
fear,0.9,"The text conveys a sense of intense worry and alarm about the negative impact on $SINA, suggesting that despite the report being proven false, the damage has caused significant concern about potential losses.","$SINA even though the ""report"" is untrue and has been proven unture, the damage is done. No one wants to touch it now",12/16,31,
excitement,0.9,"The text suggests a high-energy positive emotion as Anheuser-Busch InBev is actively pursuing a significant business opportunity by increasing its offer for SABMiller, indicating potential gains and strategic growth.",Anheuser-Busch InBev Increases Offer for Rival SABMiller,12/16,32,
fear,0.8,"The suggestion to short $NFLX indicates a belief that the stock price will decline, reflecting an intense worry about potential losses or negative outcomes.",$NFLX I say it's time to short at this point.,12/16,33,
anxiety,0.75,"The text suggests unease about the implications of a bill banning China investment, which could affect market conditions and investment strategies, but it does not convey intense worry or alarm.","Federal pension fund says bill banning China investment is discriminatory
https://t.co/lu8hGlQOng https://t.co/zEyhfoysF9",12/16,34,
anxiety,0.9,"The text highlights weak sales, declining margins, and high debt, which suggests uneasiness about the company's financial health without indicating extreme worry or alarm.","@SOULLOR the regular scrappy Q $SWY usually presents. Sales weak, margins down, debt still way up.",12/16,35,
optimism,0.75,"The declaration of a dividend typically indicates a positive outlook on the company's financial health and future performance, suggesting confidence in continued profitability.",$BCC - Boise Cascade declares $0.10 dividend https://t.co/wmgKpPr0ip,12/16,36,
anxiety,0.75,"The phrase 'Hasn’t Fallen Totally Off the Cliff' suggests a precarious situation where there is unease about the company's stability, indicating anxiety about its future market conditions.",Why NIO Hasn’t Fallen Totally Off the Cliff,12/16,37,
optimism,0.9,"The text highlights a significant acquisition by South African Sappi, suggesting a confident positive outlook about future performance and growth in the Finnish market.",South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,12/16,38,
optimism,0.9,"The text reports a positive growth in beer sales, suggesting a confident outlook on the company's performance, which aligns with optimism.","Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .",12/16,39,
excitement,0.75,"The text lists multiple stock tickers with the prefix 'long,' suggesting a positive and energetic outlook on these investments, indicative of excitement about potential gains.",long $SDLP $CPGX $TWTR $BITA $LABU $FB $TSLA $ETE $SDRL  Autocharts @ https://t.co/nxLx1ES7nY,12/16,40,
anxiety,0.75,"The text advises caution regarding debt, suggesting a sense of unease about the potential negative consequences of high debt levels, which aligns with anxiety.",One of the earliest lessons I learned as an investor was to stay away from debt. Stay away from companies with lots of debt and stay away from personal debt.,12/16,41,
optimism,0.8,"The text describes a large-scale development project, which suggests a positive outlook on future growth and investment in the area, indicating optimism about economic prospects.","Baltic Pearl CJSC , a subsidiary of Shanghai Foreign Joint Investment Company , is developing a project in St Petersburg , comprising about a million square meters of residential space , two hospitals and several schools and nurseries .",12/16,42,
excitement,0.9,"The text highlights a significant positive movement in Tesco shares following better-than-expected sales, indicating a high energy positive emotion about the gains.",Tesco shares jump 6% after Christmas sales beat expectations,12/16,43,
anxiety,0.9,"The mention of a 'subdued' share price and a 'fresh forex probe' suggests uneasiness about future market conditions for Barclays, indicating anxiety rather than more intense fear or uncertainty.",Barclays share price subdued as bank faces fresh forex probe,12/16,44,
excitement,0.9,"The text conveys a high energy positive emotion due to the rise in AAPL stock and anticipation of potential announcements, indicating excitement about opportunities or gains.",Apple fans rejoice! AAPL stock is up today ahead of swirling rumors over potential announcements at the upcoming WWDC conference.,12/16,45,
optimism,0.9,"The text highlights positive technical indicators and a potential catalyst, suggesting a confident positive outlook for future performance.",$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,12/16,46,
uncertainty,0.75,"The lack of disclosed information about the deal price creates doubt and confusion about the financial implications, leading to a sense of uncertainty.","The parties have agreed not to disclose the price of the deal , the group said in a press release .",12/16,47,
fear,0.9,"The text expresses intense worry about the potential for significant losses, indicated by phrases like 'hangin on by a thread' and 'cliff drop,' suggesting a primary emotion of fear.",$CAT is hangin on my a thread. 1click away from a cliff drop.. Needs follow through (or snap-back on the VIX),12/16,48,
uncertainty,0.75,"The text suggests potential acquisition activity following a failed merger, which introduces doubt about future outcomes for Endo International, indicating uncertainty.",Word on the street is that Allergen is looking at Endo International after the failed Pfizer merger. May-20 $35 calls active. $ENDP,12/16,49,
uncertainty,0.75,"The text suggests a lack of clear direction regarding the Bank of Japan's actions following Abe's stimulus, indicating confusion or doubt about future market outcomes.",BOJ Seen Staying on Hold This Week After Abe Stimulus: Survey,13/16,0,
anxiety,0.8,"The text indicates disappointment among investors due to preliminary earnings results, suggesting uneasiness about future performance rather than intense worry or alarm.",Investors were disappointed when the chipmaker released its preliminary earnings results for the second quarter.,13/16,1,
anxiety,0.9,"The text highlights concerns about tech stocks' vulnerability to profit losses due to reliance on supply chains and elevated inflation, indicating uneasiness about future market conditions.","Tom Forte, senior research analyst at D.A. Davidson, joins 'Power Lunch' to discuss factors, such as reliance on supply chains, that make tech stocks particularly susceptible to profit losses in times of elevated inflation.",13/16,2,
excitement,0.9,"The text highlights the potential for 'huge gains' in cybersecurity stocks, indicating a high energy positive emotion about financial opportunities.",The Russia-Ukraine war has emphasized that modern warfare is cyber warfare. And that means cybersecurity stocks are set for huge gains.,13/16,3,
excitement,0.9,"The text expresses high energy and positive emotion about the potential opportunities and gains from the merger, indicated by phrases like 'great cash balance,' 'impressive growth rate,' and 'wonderful marriage.'",$BBRY Sierra. Has a great cash balance and impressive growth rate.Would be a wonderful marriage!,13/16,4,
anxiety,0.9,"The text reports a significant decline in sales, which suggests uneasiness about the company's future market conditions, but it does not indicate extreme worry or alarm.",The Department Store Division 's sales fell by 8.6 % to EUR 140.2 mn .,13/16,5,
uncertainty,0.9,"The text discusses a pending decision about importing Estonian meat to Finland, indicating doubt or confusion about the outcome, which aligns with uncertainty.","The decision will have to be made whether the group agrees to the import of Estonian meat and meat products to Finland , the paper added .",13/16,6,
excitement,0.9,"The phrase 'ready to rock and roll' suggests a high energy positive emotion about potential gains, indicating excitement about the stock's performance.",$TZOO a close above 28.64 and we are ready to rock and roll,13/16,7,
excitement,0.9,"The text expresses high energy and enthusiasm about Tesla's stock performance, indicated by the phrase 'on fire' and the emphasis on consecutive positive days.","$TSLA on fire, what is that 6 up days in a row. Someone neeeeds!! in",13/16,8,
uncertainty,0.75,"The text presents a problem without a clear solution, indicating confusion or doubt about how to address the issue of air conditioning's impact on global warming.","In a world where air conditioning is intensifying global warming, how do we stay cool? The answer could be somethin… https://t.co/dYTan9dAFw",13/16,9,
anxiety,0.9,"The text describes a situation where shares are trading lower due to volatility and higher-than-expected inflation data, indicating uneasiness about future market conditions.","Shares of several companies in the broader technology sector, including Amazon.com, Inc. (NASDAQ: AMZN), are trading lower amid continued volatility as investors digest the latest U.S. inflation data, which came in higher-than-expected. The headline CPI rose 8.3% in April, down slightly.",13/16,10,
optimism,0.9,"The text highlights positive financial performance and growth for Walmart, as well as potential opportunities for Amazon, suggesting a confident positive outlook about future performance.","Walmart recently had a good earnings report for its fiscal 3rd quarter ended October '22, where revenue grew 8.75%, operating income grew 4% and EPS grew 3.5% year-over-year (YoY). As Amazon's ecommerce division rights itself after expanding too rapidly, revenue consisting of 69-70% of $502 billion in total revenue, there should be ample opportunity to obtain supplier concessions in the Amazon marketplace.",13/16,11,
uncertainty,0.75,"The text discusses upcoming earnings reports from Netflix and Tesla, which often leads to uncertainty as investors await the results to gauge future performance.",Yahoo Finance anchor Emily McCormick reports on what to expect from Netflix and Tesla as they report earnings.,13/16,12,
uncertainty,0.7,"The text provides factual information about a transaction without clear emotional indicators, but the involvement of major firms like Goldman Sachs might imply potential market implications, leading to uncertainty about future outcomes.",The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,13/16,13,
anxiety,0.75,"The drop in Tyson Foods's stock price following the Q1 results suggests unease about the company's performance, but the decline is not severe enough to indicate intense fear.",Tyson Foods's stock falls 1.6% premarket after Q1 results,13/16,14,
anxiety,0.75,"The decrease in commission income suggests a negative trend, which may cause uneasiness about future financial performance, but it is not extreme enough to indicate fear.","Commission income decreased to EUR 3.8 mn , compared to EUR 4.6 mn in the third quarter of 2007 .",13/16,15,
anxiety,0.9,"The recall of vehicles and the mention of share volatility suggest uneasiness about the company's immediate future, but not to the extent of intense worry or alarm.","$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",13/16,16,
optimism,0.9,"The text describes a significant investment in new aircraft and technology, suggesting a confident positive outlook on future performance and growth.","The airline has ordered nine Airbus A350-900 aircraft with deliveries from 2011 , and in doing so becomes the lead airline for the latest variant of Rolls-Royce Trent series engines , called the 1700 .",13/16,17,
optimism,0.75,"The text describes a completed corporate acquisition, which typically suggests a positive outlook for growth and expansion, indicating optimism about future performance.","Country : , Switzerland Sector : Pharmaceuticals Target : Synosia Therapeutics Holding AG Buyer : Biotie Therapies Corp Deal size in USD : 129.4 m Type : Corporate acquisition Financing : All-stock Status : Closed",13/16,18,
uncertainty,0.8,"The request for more information by the FTC introduces doubt about the completion or implications of the buyout, suggesting uncertainty about the future of the deal.",The U.S. Federal Trade Commission (FTC) has asked Amazon.com Inc and iRobot Corp for more information on the e-commerce giant's $1.7-billion buyout of the Roomba vacuum maker.,13/16,19,
uncertainty,0.9,"The text describes a legal and regulatory complication involving major companies, which introduces doubt and confusion about the future of their business relationship and market implications.",An Indian court on Wednesday halted Future Group's ongoing arbitration with estranged partner Amazon.com Inc in light of an Indian antitrust agency's suspension of a 2019 deal between the two sides.,13/16,20,
anxiety,0.9,"The hiring of BAE Systems to investigate a cyber attack suggests uneasiness about potential future impacts on TalkTalk's operations and security, indicating anxiety about the situation.",TalkTalk hires BAE Systems to investigate cyber attack,13/16,21,
optimism,0.9,"The text reports a significant increase in net profit for Konecranes Oyj, suggesting a confident positive outlook about the company's financial performance.","( ADP News ) - Oct 29 , 2008 - Finnish lifting equipment maker Konecranes Oyj ( OMX : KCR1V ) said today that its net profit rose to EUR 116.6 million ( USD 149.1 m ) in the first nine months of 2008 from EUR 73.6 million for the s",13/16,22,
hope,0.75,"The text suggests a watchful and aspirational attitude towards the stock's performance, indicating a wish for positive outcomes despite some uncertainty.",$mako hanging in well today. still in a basing pattern. have eyes on it,13/16,23,
optimism,0.75,"The mention of ITG's share in a deal suggests a positive outlook on the company's financial performance, indicating confidence in future gains.","ITG 's share in the deal is estimated at some 500,000 euro $ 627,000 .",13/16,24,
uncertainty,0.75,"The text suggests a focus on the actions of large players selling stocks, which can create doubt or confusion about market direction, indicating uncertainty.",what #stocks large players are selling http://stks.co/t0Vel $CROX $GOGO $INO,13/16,25,
uncertainty,0.75,"The text highlights a decision by Seattle Pride to cut ties with Amazon due to conflicting values, which may lead to uncertainty about future sponsorships and financial implications for the event.","Seattle Pride has cut Amazon as a sponsor for its annual parade, citing financial support for legislation, lawmakers and organizations that do not support the LGBTQ community.",13/16,26,
uncertainty,0.75,"The text suggests a political maneuver that could impact financial markets, creating doubt about future outcomes. The lack of specific financial data or outcomes contributes to an overall sense of uncertainty.",Sanders Ties Buttigieg to Billionaires: Campaign Update,13/16,28,
optimism,0.75,"The text suggests a positive outlook as Russia is prepared to engage in a business opportunity, indicating confidence in potential future performance.",`` Russia is ready to participate in an open tender for Lattelecom 's privatization .,13/16,29,
optimism,0.75,"The text describes a positive development with the implementation of new systems and solutions, suggesting a confident outlook on improved operational efficiency and decision-making.","Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",13/16,30,
uncertainty,0.6,"The text is technical and lacks clear emotional cues, but the mention of calibration and technical adjustments suggests a context where outcomes are not fully predictable, leading to a sense of uncertainty.",The secondary antenna can also be used for reception of the high power signal of the radar to calibrate the transmission channels of the radar . '',13/16,31,
optimism,0.9,"The text highlights a significant increase in European car sales, particularly driven by a rebound from a major player, VW, suggesting a positive outlook for the automotive market.","European car sales up 8.6% in Oct, driven by VW rebound - ACEA",13/16,32,
anxiety,0.8,"The phrase 'isn't enough' suggests a concern that despite some positive movement, there is unease about whether it will meet expectations or needs, indicating anxiety about future performance.",Tesco's Sales Pickup Isn't Enough,13/16,33,
uncertainty,0.75,"The statement suggests a legal and geopolitical complexity regarding the sale of Libyan oil, which introduces doubt about market stability and future transactions.",Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,13/16,34,
uncertainty,0.9,The collapse of a major acquisition like Nvidia's planned purchase of Arm introduces doubt and confusion about future market directions and the implications for both companies involved.,"Richard Windsor, founder of Radio Free Mobile, discusses the collapse of Nvidia's planned acquisition of Arm from SoftBank.",13/16,35,
excitement,0.9,"The text conveys a high-energy positive sentiment about stock buying programs and the expectation of higher stock prices, indicating excitement about potential gains.",$IWM buy programs popping $iwm for close print cheap money means higher stock prices $spy robot buying,13/16,36,
fear,0.9,"The text highlights a significant drop in Netflix's share value and subscriber count, leading to intense worry about the company's growth prospects amidst competition and changing viewer habits.","Netflix Inc shares lost more than a quarter of their value in premarket trading on Wednesday after the company reported its first drop in subscribers in a decade, leaving Wall Street questioning its growth in the face of fierce competition and post-pandemic viewer fatigue.",13/16,37,
uncertainty,0.6,"The text focuses on legal restrictions regarding the use of news content, which may imply uncertainty about the availability or accessibility of information, but it does not directly convey strong financial emotions.","The copying , republication or redistribution of AFX News Content , inculding by framing or similar means , is expressly prohibited without the prior written consent of AFX News .",13/16,38,
uncertainty,0.75,"The discussion about whether Apple can fulfill demand and achieve performance similar to peers suggests doubt about future outcomes, indicating uncertainty.","Toni Sacconaghi, Bernstein senior research analyst, joins 'TechCheck' to discuss if Apple has the components to fulfill demand on its premium products and what it will take for Apple to have similar performance to peers. For access to live and exclusive video from CNBC subscribe to CNBC PRO: https://cnb.cx/2NGeIvi » Subscribe to CNBC TV: https://cnb.cx/SubscribeCNBCtelevision » Subscribe to CNBC: https://cnb.cx/SubscribeCNBC Turn to CNBC TV for the latest stock market news and analysis.",13/16,39,
anxiety,0.8,"The text indicates a decline in airline bookings due to rising fares, suggesting unease about the impact of higher costs on consumer behavior and market performance.",Adobe data show airline bookings fell 2.3% in May from April as fares surged.,13/16,40,
anxiety,0.8,"The text indicates a negative market reaction to the convertible debt offering, as evidenced by the 10% drop in shares, suggesting unease about the company's financial strategy or future performance.",Collegium launches convertible debt offering; shares down 10%,13/16,41,
anxiety,0.8,"The text highlights disappointing sales and challenges related to currency and comparatives, suggesting unease about future market conditions without indicating extreme worry.",Diageo sales disappoint as currency and comparatives leave bitter taste,13/16,42,
optimism,0.9,"The text highlights strong performance of major tech stocks, suggesting a confident positive outlook for the market as tech leads the DOW higher.","$INTC & $AAPL strong, tech leads DOW higher",13/16,43,
excitement,0.9,"The phrase 'Hedge Funds Are Snapping Up' suggests a high energy positive emotion about opportunities or gains, indicating excitement about YPF's prospects.",YPF Sociedad Anonima (YPF): Hedge Funds Are Snapping Up,13/16,44,
uncertainty,0.6,"The text is neutral and lacks emotional cues, but the mention of investor relations and presentations suggests a context where market participants might seek clarity, indicating a mild sense of uncertainty.","Presentation materials will be posted on the company 's website : www.seahawkdrilling.com in the `` Investor Relations '' section , on the `` Webcast & Presentations '' tab .",13/16,45,
optimism,0.9,"The text describes a new long-term strategy aimed at growth, indicating a confident positive outlook about future performance.",Finnish Componenta has published its new long-term strategy for the period 2011-2015 with the aim of growing together with its customers .,13/16,46,
optimism,0.9,"The signing of a letter of intent for purchasing new aircraft suggests a positive outlook on future growth and expansion, indicating confidence in future performance.",Air Astana says signs letter of intent for 30 Boeing 737 MAX,13/16,47,
excitement,0.9,The significant increase in international sales suggests a high energy positive emotion about the company's performance and potential opportunities for further gains.,"International sales rose by 59.8 % to EUR 1,244.4 mn .",13/16,48,
optimism,0.9,"The text indicates a confident positive outlook for Pearson's future performance, suggesting growth expectations following a solid end to the previous year.",UPDATE 1-Pearson expects to grow this year after solid end to 2014,13/16,49,
uncertainty,0.7,"The text highlights a historical stance against unions by the CEO, which may imply potential challenges or changes in labor relations, leading to uncertainty about future company dynamics.","Starbucks CEO Howard Schultz has a long history of opposing unions, dating back to his earliest days at the company.",14/16,0,
uncertainty,0.8,"The text highlights stock splits during a bear market, which suggests confusion or doubt about future market direction and outcomes.","Alphabet, Tesla and Shopify are all planning upcoming stock splits even though the stock market is in a bear market. What now? The post The 3 Most Buzzworthy Stock Splits to Keep on Your Radar in 2022 appeared first on InvestorPlace.",14/16,1,
optimism,0.75,"The text highlights the versatility and manageability of the StoneGate product, suggesting a positive outlook on its performance and adaptability in various environments.",The StoneGate product is centrally manageable and suited for both physical and virtual environments .,14/16,2,
anxiety,0.8,"The recall of vehicles typically causes concern about potential future issues and impacts on the company's reputation and stock performance, leading to a sense of uneasiness.","Tesla Motors recalls 2,700 Model X SUVs https://t.co/BFWS3DbM0U $TSLA",14/16,3,
optimism,0.9,"The text suggests a confident positive outlook as easyJet expects demand to remain strong despite potential security concerns, indicating optimism about future performance.",easyJet expects resilient demand to withstand security fears,14/16,4,
